,year,genre
828,2007,hiphop
828,2007,pop
829,2007,hiphop
829,2007,pop
830,2007,pop
831,2008,hiphop
831,2008,pop
832,2008,pop
832,2008,r&b
833,2008,hiphop
833,2008,pop
834,2008,hiphop
834,2008,pop
834,2008,r&b
835,2007,pop
836,2008,pop
837,2007,hiphop
837,2007,pop
837,2007,r&b
838,2007,rock
838,2007,metal
839,2008,pop
840,2011,hiphop
840,2011,pop
840,2011,dance/electronic
841,2008,r&b
842,2007,rock
842,2007,blues
843,2007,hiphop
843,2007,pop
843,2007,r&b
844,2008,pop
844,2008,r&b
845,2008,hiphop
845,2008,pop
845,2008,r&b
846,2008,pop
847,2008,rock
847,2008,pop
847,2008,metal
848,2007,hiphop
849,2008,r&b
850,2008,rock
850,2008,metal
851,2008,dance/electronic
852,2008,hiphop
852,2008,pop
853,2008,pop
853,2008,r&b
854,2008,pop
855,2008,hiphop
856,2008,hiphop
856,2008,pop
857,2007,pop
857,2007,rock
858,2008,pop
858,2008,rock
858,2008,metal
859,2007,pop
859,2007,dance/electronic
860,2008,pop
860,2008,r&b
861,2007,rock
862,2007,pop
862,2007,rock
862,2007,dance/electronic
863,2008,hiphop
863,2008,pop
864,2007,rock
864,2007,blues
864,2007,latin
865,2007,hiphop
865,2007,pop
865,2007,r&b
866,2008,hiphop
866,2008,dance/electronic
867,2008,hiphop
867,2008,pop
867,2008,r&b
868,2008,pop
868,2008,dance/electronic
869,2008,dance/electronic
870,2008,pop
870,2008,rock
870,2008,dance/electronic
871,2008,hiphop
871,2008,pop
871,2008,r&b
872,2008,pop
872,2008,r&b
873,2007,pop
873,2007,r&b
874,2007,pop
874,2007,rock
875,2008,hiphop
875,2008,pop
876,2007,hiphop
876,2007,pop
876,2007,r&b
877,2007,pop
878,2009,pop
879,2007,pop
879,2007,r&b
880,2007,pop
880,2007,r&b
881,2008,rock
881,2008,pop
882,2008,rock
883,2007,hiphop
884,2008,pop
884,2008,r&b
885,2008,pop
886,2007,hiphop
886,2007,pop
886,2007,r&b
886,2007,dance/electronic
887,2008,pop
887,2008,folk/acoustic
888,2007,pop
888,2007,r&b
889,2008,rock
889,2008,pop
890,2008,hiphop
890,2008,pop
890,2008,r&b
891,2008,pop
891,2008,r&b
891,2008,easylistening
892,2008,pop
892,2008,r&b
893,2008,pop
894,2007,hiphop
894,2007,pop
895,2008,hiphop
895,2008,pop
895,2008,r&b
896,2008,pop
896,2008,r&b
897,2007,pop
897,2007,r&b
898,2006,pop
898,2006,r&b
899,2008,hiphop
899,2008,pop
899,2008,r&b
900,2009,hiphop
900,2009,pop
901,2008,pop
902,2008,pop
902,2008,r&b
903,2010,hiphop
903,2010,pop
903,2010,dance/electronic
904,2009,hiphop
904,2009,pop
905,2008,pop
906,2009,hiphop
906,2009,pop
906,2009,latin
907,2008,pop
908,2008,pop
909,2009,rock
909,2009,pop
909,2009,metal
910,2009,rock
910,2009,pop
910,2009,dance/electronic
911,2009,hiphop
911,2009,pop
912,2008,hiphop
913,2009,hiphop
914,2008,pop
915,2008,pop
916,2009,hiphop
916,2009,pop
916,2009,latin
917,2009,pop
917,2009,r&b
918,2008,pop
918,2008,r&b
919,2009,pop
919,2009,dance/electronic
920,2009,hiphop
920,2009,pop
921,2009,pop
921,2009,latin
922,2008,pop
923,2009,hiphop
924,2009,pop
925,2009,hiphop
925,2009,pop
925,2009,r&b
926,2009,hiphop
926,2009,pop
926,2009,dance/electronic
927,2009,rock
927,2009,metal
928,2008,hiphop
928,2008,pop
929,2009,hiphop
930,2009,pop
931,2008,hiphop
931,2008,pop
932,2009,hiphop
933,2011,hiphop
933,2011,pop
933,2011,dance/electronic
934,2009,pop
934,2009,r&b
935,2009,hiphop
935,2009,pop
935,2009,r&b
936,2008,hiphop
936,2008,pop
937,2009,rock
938,2009,hiphop
938,2009,pop
938,2009,r&b
939,2008,pop
939,2008,r&b
940,2010,hiphop
940,2010,pop
940,2010,dance/electronic
941,2009,pop
941,2009,dance/electronic
942,2008,hiphop
942,2008,pop
943,2009,hiphop
944,2010,pop
945,2009,pop
945,2009,dance/electronic
946,2009,pop
946,2009,dance/electronic
947,2009,pop
948,2008,hiphop
948,2008,pop
948,2008,rock
949,2009,set()
950,2008,pop
950,2008,r&b
951,2008,pop
952,2009,pop
953,2009,pop
953,2009,r&b
954,2009,hiphop
954,2009,pop
954,2009,r&b
955,2009,pop
955,2009,dance/electronic
956,2008,hiphop
957,2005,pop
957,2005,dance/electronic
958,2009,hiphop
958,2009,pop
958,2009,r&b
959,2010,hiphop
959,2010,pop
960,2009,pop
961,2008,hiphop
961,2008,pop
962,2009,hiphop
962,2009,pop
962,2009,r&b
963,2008,rock
963,2008,pop
963,2008,dance/electronic
964,2009,pop
964,2009,dance/electronic
965,2008,rock
965,2008,metal
966,2009,pop
966,2009,dance/electronic
967,2009,rock
968,2009,hiphop
968,2009,pop
968,2009,dance/electronic
969,2009,pop
970,2008,hiphop
970,2008,pop
970,2008,r&b
971,2009,pop
971,2009,dance/electronic
972,2009,rock
973,2008,rock
973,2008,metal
974,2008,pop
974,2008,r&b
975,2008,hiphop
975,2008,pop
976,2011,hiphop
976,2011,pop
976,2011,dance/electronic
977,2008,pop
977,2008,r&b
978,2009,pop
979,2009,hiphop
979,2009,pop
979,2009,r&b
980,2009,pop
981,2013,pop
982,2009,country
983,2009,pop
984,2009,pop
985,2008,rock
986,2010,hiphop
986,2010,pop
986,2010,r&b
987,2009,pop
987,2009,r&b
988,2009,pop
989,2009,pop
989,2009,r&b
990,2008,pop
990,2008,r&b
991,2009,rock
992,2009,pop
992,2009,r&b
993,2008,pop
994,2008,rock
994,2008,metal
995,2009,hiphop
995,2009,pop
996,2008,pop
997,2009,pop
997,2009,r&b
998,2009,folk/acoustic
998,2009,rock
998,2009,pop
999,2009,pop
1000,2010,pop
1001,2010,hiphop
1002,2009,pop
1003,2010,pop
1004,2010,pop
1004,2010,dance/electronic
1005,2010,hiphop
1005,2010,pop
1005,2010,dance/electronic
1006,2010,hiphop
1006,2010,pop
1007,2010,hiphop
1007,2010,pop
1007,2010,r&b
1008,2012,pop
1009,2010,pop
1009,2010,dance/electronic
1010,2010,pop
1011,2010,hiphop
1011,2010,pop
1012,2010,hiphop
1012,2010,pop
1012,2010,dance/electronic
1013,2010,dance/electronic
1014,2011,latin
1015,2009,hiphop
1015,2009,pop
1015,2009,r&b
1016,2009,hiphop
1016,2009,pop
1016,2009,r&b
1017,2010,pop
1017,2010,dance/electronic
1018,2010,pop
1019,2010,hiphop
1019,2010,pop
1020,2009,hiphop
1020,2009,pop
1021,2009,dance/electronic
1022,2010,hiphop
1023,2009,pop
1024,2009,hiphop
1024,2009,pop
1024,2009,r&b
1025,2010,pop
1025,2010,r&b
1026,2010,hiphop
1026,2010,pop
1026,2010,rock
1027,2010,hiphop
1027,2010,pop
1028,2011,hiphop
1028,2011,pop
1028,2011,r&b
1029,2010,pop
1029,2010,dance/electronic
1030,2011,hiphop
1030,2011,pop
1030,2011,r&b
1031,2010,hiphop
1031,2010,pop
1031,2010,r&b
1032,2009,hiphop
1032,2009,pop
1033,2010,hiphop
1033,2010,pop
1034,2010,hiphop
1034,2010,pop
1034,2010,r&b
1035,2010,hiphop
1035,2010,pop
1036,2010,hiphop
1036,2010,pop
1036,2010,dance/electronic
1037,2010,pop
1038,2010,pop
1039,2010,hiphop
1039,2010,pop
1039,2010,dance/electronic
1040,2009,pop
1041,2010,dance/electronic
1042,2009,hiphop
1042,2009,pop
1042,2009,r&b
1043,2010,hiphop
1043,2010,pop
1043,2010,dance/electronic
1044,2009,pop
1045,2010,hiphop
1045,2010,pop
1045,2010,r&b
1046,2009,hiphop
1046,2009,pop
1046,2009,r&b
1047,2010,pop
1047,2010,latin
1048,2010,pop
1048,2010,dance/electronic
1049,2010,hiphop
1049,2010,pop
1049,2010,r&b
1050,2010,pop
1051,2009,hiphop
1051,2009,pop
1051,2009,r&b
1052,2010,hiphop
1052,2010,pop
1052,2010,r&b
1053,2010,hiphop
1053,2010,pop
1053,2010,rock
1054,2010,pop
1055,2011,hiphop
1055,2011,pop
1056,2010,pop
1056,2010,dance/electronic
1057,2009,set()
1058,2010,hiphop
1058,2010,pop
1059,2010,pop
1059,2010,dance/electronic
1060,2010,hiphop
1060,2010,pop
1061,2010,hiphop
1061,2010,pop
1062,2010,r&b
1063,2010,hiphop
1063,2010,pop
1064,2010,hiphop
1064,2010,pop
1065,2010,hiphop
1065,2010,pop
1065,2010,r&b
1066,2010,hiphop
1066,2010,pop
1066,2010,r&b
1067,2010,pop
1067,2010,r&b
1068,2010,pop
1069,2009,hiphop
1069,2009,pop
1069,2009,r&b
1070,2010,hiphop
1070,2010,pop
1071,2010,hiphop
1071,2010,pop
1071,2010,r&b
1072,2010,pop
1072,2010,dance/electronic
1073,2010,dance/electronic
1074,2010,pop
1074,2010,dance/electronic
1075,2009,hiphop
1075,2009,pop
1075,2009,r&b
1076,2010,hiphop
1076,2010,pop
1076,2010,r&b
1077,2010,hiphop
1077,2010,pop
1078,2010,pop
1078,2010,dance/electronic
1079,2010,pop
1079,2010,dance/electronic
1080,2010,pop
1080,2010,rock
1080,2010,dance/electronic
1081,2010,hiphop
1081,2010,pop
1081,2010,r&b
1082,2010,hiphop
1082,2010,pop
1083,2010,world/traditional
1083,2010,rock
1083,2010,pop
1084,2009,hiphop
1085,2009,hiphop
1085,2009,pop
1086,2010,hiphop
1086,2010,pop
1087,2010,pop
1088,2017,pop
1088,2017,rock
1089,2010,hiphop
1089,2010,pop
1090,2009,rock
1090,2009,pop
1091,2009,pop
1091,2009,r&b
1092,2010,pop
1092,2010,country
1093,2010,pop
1094,2010,rock
1094,2010,pop
1095,2009,pop
1096,2011,pop
1097,2010,pop
1097,2010,dance/electronic
1098,2010,country
1099,2010,hiphop
1099,2010,pop
1100,2011,pop
1100,2011,r&b
1101,2010,pop
1102,2011,hiphop
1102,2011,pop
1102,2011,dance/electronic
1103,2010,pop
1104,2010,pop
1105,2011,hiphop
1105,2011,pop
1105,2011,latin
1106,2011,pop
1106,2011,dance/electronic
1107,2010,hiphop
1107,2010,pop
1107,2010,dance/electronic
1108,2011,hiphop
1108,2011,pop
1108,2011,r&b
1109,2010,hiphop
1109,2010,pop
1109,2010,r&b
1110,2010,pop
1110,2010,dance/electronic
1111,2011,hiphop
1111,2011,pop
1112,2010,hiphop
1112,2010,pop
1113,2010,hiphop
1113,2010,pop
1113,2010,r&b
1114,2011,pop
1114,2011,dance/electronic
1115,2010,hiphop
1115,2010,pop
1116,2012,hiphop
1116,2012,pop
1116,2012,dance/electronic
1117,2011,pop
1117,2011,dance/electronic
1118,2011,hiphop
1118,2011,pop
1118,2011,latin
1119,2011,pop
1119,2011,dance/electronic
1120,2011,hiphop
1120,2011,pop
1121,2012,pop
1122,2011,pop
1123,2011,hiphop
1123,2011,pop
1124,2010,pop
1125,2010,pop
1125,2010,latin
1126,2010,hiphop
1126,2010,pop
1126,2010,r&b
1127,2011,dance/electronic
1128,2011,pop
1128,2011,dance/electronic
1129,2011,hiphop
1129,2011,pop
1129,2011,dance/electronic
1130,2011,pop
1130,2011,dance/electronic
1131,2011,hiphop
1131,2011,pop
1132,2012,pop
1132,2012,dance/electronic
1133,2010,hiphop
1133,2010,pop
1134,2011,rock
1134,2011,metal
1135,2011,rock
1135,2011,pop
1135,2011,metal
1135,2011,dance/electronic
1136,2011,pop
1137,2012,pop
1138,2011,hiphop
1138,2011,pop
1139,2011,rock
1139,2011,pop
1140,2012,pop
1141,2011,pop
1141,2011,r&b
1142,2011,hiphop
1143,2011,hiphop
1143,2011,pop
1144,2011,hiphop
1144,2011,pop
1145,2011,hiphop
1145,2011,pop
1145,2011,r&b
1146,2010,hiphop
1146,2010,pop
1147,2011,pop
1147,2011,dance/electronic
1148,2010,pop
1148,2010,dance/electronic
1149,2011,hiphop
1149,2011,pop
1149,2011,r&b
1150,2011,hiphop
1150,2011,pop
1150,2011,r&b
1151,2011,pop
1151,2011,dance/electronic
1152,2011,hiphop
1152,2011,pop
1153,2011,hiphop
1153,2011,pop
1153,2011,r&b
1154,2011,pop
1154,2011,dance/electronic
1155,2010,hiphop
1156,2010,pop
1156,2010,r&b
1157,2010,hiphop
1157,2010,pop
1157,2010,r&b
1158,2010,hiphop
1158,2010,pop
1158,2010,r&b
1159,2019,hiphop
1159,2019,pop
1159,2019,r&b
1160,2011,pop
1161,2011,dance/electronic
1162,2011,dance/electronic
1163,2011,hiphop
1163,2011,dance/electronic
1164,2011,pop
1164,2011,dance/electronic
1165,2011,hiphop
1166,2011,pop
1167,2010,hiphop
1167,2010,pop
1168,2011,hiphop
1169,2012,hiphop
1169,2012,pop
1169,2012,dance/electronic
1170,2012,hiphop
1170,2012,pop
1170,2012,dance/electronic
1171,2011,rock
1171,2011,pop
1172,2011,hiphop
1172,2011,pop
1172,2011,r&b
1173,2011,hiphop
1173,2011,pop
1174,2010,country
1175,2011,hiphop
1175,2011,pop
1176,2009,pop
1177,2011,hiphop
1177,2011,pop
1178,2010,pop
1179,2011,hiphop
1179,2011,pop
1180,2011,pop
1180,2011,r&b
1181,2011,hiphop
1181,2011,pop
1182,2011,pop
1182,2011,r&b
1183,2011,rock
1184,2010,pop
1184,2010,r&b
1185,2010,pop
1186,2011,country
1187,2011,pop
1188,2011,pop
1188,2011,country
1189,2011,hiphop
1189,2011,pop
1189,2011,rock
1190,2011,pop
1190,2011,rock
1190,2011,folk/acoustic
1191,2011,rock
1191,2011,pop
1192,2011,pop
1192,2011,r&b
1193,2010,pop
1194,2011,pop
1195,2010,pop
1196,2010,country
1197,2011,hiphop
1197,2011,pop
1198,2011,pop
1199,2011,pop
1200,2011,hiphop
1200,2011,pop
1200,2011,r&b
1201,2012,pop
1201,2012,dance/electronic
1202,2012,rock
1202,2012,pop
1203,2012,hiphop
1203,2012,pop
1204,2011,hiphop
1204,2011,pop
1204,2011,latin
1205,2012,pop
1205,2012,dance/electronic
1206,2012,pop
1206,2012,r&b
1207,2012,hiphop
1207,2012,pop
1207,2012,dance/electronic
1208,2011,hiphop
1208,2011,pop
1208,2011,r&b
1209,2011,hiphop
1210,2012,pop
1211,2011,hiphop
1211,2011,pop
1211,2011,dance/electronic
1212,2012,pop
1212,2012,dance/electronic
1213,2012,hiphop
1213,2012,pop
1214,2013,hiphop
1214,2013,pop
1215,2012,hiphop
1215,2012,pop
1215,2012,dance/electronic
1216,2012,hiphop
1216,2012,pop
1217,2012,hiphop
1218,2012,pop
1218,2012,dance/electronic
1219,2012,hiphop
1220,2012,pop
1220,2012,dance/electronic
1221,2011,hiphop
1221,2011,pop
1221,2011,dance/electronic
1222,2012,pop
1223,2012,pop
1223,2012,dance/electronic
1224,2012,hiphop
1224,2012,pop
1224,2012,r&b
1225,2012,pop
1225,2012,dance/electronic
1226,2012,rock
1226,2012,metal
1227,2012,pop
1228,2011,pop
1228,2011,dance/electronic
1229,2012,hiphop
1229,2012,pop
1230,2012,hiphop
1230,2012,pop
1230,2012,r&b
1231,2012,hiphop
1231,2012,pop
1232,2012,pop
1233,2012,hiphop
1233,2012,pop
1234,2012,hiphop
1235,2012,pop
1236,2011,rock
1236,2011,pop
1236,2011,dance/electronic
1237,2014,hiphop
1237,2014,pop
1237,2014,r&b
1238,2012,pop
1239,2013,pop
1240,2012,country
1240,2012,latin
1241,2012,pop
1241,2012,dance/electronic
1242,2012,pop
1242,2012,dance/electronic
1243,2012,hiphop
1243,2012,pop
1244,2012,hiphop
1244,2012,pop
1244,2012,dance/electronic
1245,2012,hiphop
1245,2012,pop
1245,2012,r&b
1246,2012,pop
1246,2012,rock
1246,2012,dance/electronic
1247,2011,pop
1247,2011,r&b
1248,2011,rock
1248,2011,pop
1249,2012,hiphop
1249,2012,pop
1249,2012,r&b
1250,2012,hiphop
1250,2012,pop
1250,2012,r&b
1251,2012,hiphop
1251,2012,pop
1251,2012,dance/electronic
1252,2012,pop
1252,2012,rock
1253,2012,pop
1253,2012,dance/electronic
1254,2012,pop
1254,2012,dance/electronic
1255,2012,pop
1256,2012,hiphop
1256,2012,pop
1256,2012,dance/electronic
1257,2011,hiphop
1257,2011,pop
1258,2012,pop
1259,2012,hiphop
1259,2012,pop
1260,2012,pop
1261,2012,pop
1261,2012,rock
1262,2011,hiphop
1262,2011,pop
1263,2012,pop
1264,2012,hiphop
1264,2012,pop
1264,2012,dance/electronic
1265,2011,rock
1266,2012,hiphop
1266,2012,pop
1267,2012,pop
1267,2012,dance/electronic
1268,2012,pop
1269,2012,pop
1270,2012,pop
1270,2012,dance/electronic
1271,2011,set()
1272,2012,hiphop
1272,2012,pop
1273,2012,pop
1274,2012,pop
1275,2012,pop
1275,2012,dance/electronic
1276,2012,rock
1276,2012,pop
1277,2012,hiphop
1277,2012,pop
1277,2012,dance/electronic
1278,2012,pop
1278,2012,r&b
1279,2010,pop
1279,2010,rock
1279,2010,dance/electronic
1280,2012,pop
1281,2013,pop
1281,2013,dance/electronic
1282,2011,rock
1282,2011,pop
1283,2012,pop
1284,2011,hiphop
1284,2011,pop
1285,2012,pop
1285,2012,country
1286,2012,rock
1287,2012,hiphop
1287,2012,pop
1287,2012,r&b
1288,2011,pop
1288,2011,r&b
1289,2011,hiphop
1289,2011,pop
1289,2011,r&b
1290,2012,pop
1291,2012,hiphop
1291,2012,pop
1291,2012,dance/electronic
1292,2013,pop
1292,2013,dance/electronic
1293,2012,pop
1294,2012,pop
1294,2012,r&b
1295,2011,pop
1296,2011,hiphop
1296,2011,pop
1296,2011,r&b
1297,2012,pop
1298,2011,pop
1299,2011,pop
1299,2011,dance/electronic
1300,2013,pop
1300,2013,dance/electronic
1301,2013,pop
1301,2013,r&b
1302,2012,rock
1303,2013,pop
1303,2013,dance/electronic
1304,2012,pop
1305,2012,hiphop
1305,2012,pop
1306,2013,hiphop
1306,2013,dance/electronic
1307,2013,hiphop
1307,2013,pop
1308,2013,pop
1309,2013,pop
1309,2013,dance/electronic
1310,2013,dance/electronic
1311,2013,pop
1312,2013,hiphop
1312,2013,pop
1313,2012,hiphop
1313,2012,pop
1313,2012,dance/electronic
1314,2012,hiphop
1314,2012,pop
1314,2012,latin
1315,2013,hiphop
1315,2013,pop
1316,2013,hiphop
1316,2013,pop
1317,2012,hiphop
1317,2012,pop
1318,2013,pop
1318,2013,dance/electronic
1319,2013,hiphop
1319,2013,pop
1320,2013,set()
1321,2013,pop
1322,2013,rock
1322,2013,pop
1323,2013,pop
1323,2013,dance/electronic
1324,2013,pop
1325,2013,pop
1326,2013,rock
1327,2012,pop
1328,2013,hiphop
1329,2012,hiphop
1329,2012,pop
1329,2012,latin
1330,2013,pop
1331,2012,pop
1332,2013,pop
1332,2013,dance/electronic
1333,2012,hiphop
1333,2012,pop
1334,2013,hiphop
1335,2013,pop
1336,2013,hiphop
1337,2013,pop
1337,2013,dance/electronic
1338,2013,rock
1339,2013,pop
1339,2013,dance/electronic
1340,2012,pop
1340,2012,dance/electronic
1341,2012,rock
1342,2013,pop
1343,2012,pop
1344,2013,rock
1345,2013,pop
1345,2013,dance/electronic
1346,2014,pop
1346,2014,dance/electronic
1347,2012,hiphop
1347,2012,pop
1347,2012,dance/electronic
1348,2013,hiphop
1349,2012,pop
1350,2013,hiphop
1351,2014,pop
1351,2014,rock
1351,2014,dance/electronic
1352,2013,dance/electronic
1353,2012,hiphop
1353,2012,pop
1353,2012,dance/electronic
1354,2013,pop
1355,2011,pop
1355,2011,rock
1356,2013,pop
1356,2013,dance/electronic
1357,2013,hiphop
1357,2013,pop
1358,2014,dance/electronic
1359,2012,hiphop
1359,2012,pop
1359,2012,dance/electronic
1360,2013,pop
1361,2013,hiphop
1361,2013,pop
1361,2013,r&b
1362,2013,pop
1362,2013,r&b
1363,2013,hiphop
1363,2013,pop
1363,2013,r&b
1364,2013,pop
1365,2013,pop
1365,2013,rock
1366,2012,pop
1366,2012,dance/electronic
1367,2013,pop
1368,2013,country
1369,2012,hiphop
1369,2012,pop
1369,2012,dance/electronic
1370,2013,hiphop
1371,2012,pop
1372,2013,pop
1372,2013,dance/electronic
1373,2013,pop
1373,2013,rock
1374,2013,pop
1375,2013,hiphop
1375,2013,pop
1375,2013,r&b
1376,2012,hiphop
1376,2012,pop
1376,2012,dance/electronic
1377,2013,pop
1378,2013,hiphop
1378,2013,pop
1378,2013,r&b
1379,2013,hiphop
1379,2013,dance/electronic
1380,2013,pop
1380,2013,dance/electronic
1381,2013,pop
1382,2012,pop
1383,2012,pop
1383,2012,rock
1383,2012,folk/acoustic
1384,2013,pop
1385,2013,hiphop
1386,2013,pop
1386,2013,rock
1387,2013,pop
1388,2013,hiphop
1388,2013,pop
1388,2013,r&b
1389,2013,pop
1390,2012,pop
1391,2013,hiphop
1392,2013,pop
1393,2012,pop
1394,2012,pop
1395,2013,pop
1396,2012,hiphop
1396,2012,pop
1396,2012,r&b
1397,2013,pop
1398,2012,pop
1399,2012,country
1400,2014,hiphop
1400,2014,pop
1401,2013,pop
1402,2014,hiphop
1402,2014,pop
1403,2014,hiphop
1403,2014,pop
1404,2014,pop
1405,2014,pop
1406,2014,set()
1407,2014,pop
1408,2013,pop
1408,2013,r&b
1409,2014,dance/electronic
1410,2015,pop
1411,2014,hiphop
1411,2014,pop
1411,2014,dance/electronic
1412,2014,hiphop
1412,2014,pop
1413,2014,pop
1413,2014,dance/electronic
1414,2014,pop
1414,2014,dance/electronic
1415,2014,hiphop
1415,2014,pop
1415,2014,dance/electronic
1416,2013,hiphop
1416,2013,pop
1417,2014,pop
1418,2014,hiphop
1418,2014,pop
1418,2014,dance/electronic
1419,2014,hiphop
1419,2014,pop
1419,2014,r&b
1419,2014,dance/electronic
1420,2014,pop
1420,2014,dance/electronic
1421,2014,pop
1422,2015,hiphop
1422,2015,pop
1422,2015,r&b
1423,2014,hiphop
1423,2014,pop
1423,2014,dance/electronic
1424,2014,hiphop
1424,2014,pop
1425,2013,hiphop
1425,2013,pop
1426,2014,pop
1426,2014,rock
1427,2015,hiphop
1427,2015,pop
1427,2015,r&b
1428,2014,hiphop
1428,2014,pop
1429,2014,hiphop
1429,2014,pop
1429,2014,dance/electronic
1430,2013,hiphop
1430,2013,pop
1430,2013,dance/electronic
1431,2012,hiphop
1431,2012,pop
1431,2012,latin
1432,2014,pop
1433,2014,hiphop
1433,2014,pop
1434,2014,hiphop
1434,2014,pop
1434,2014,dance/electronic
1435,2014,hiphop
1435,2014,pop
1436,2014,hiphop
1436,2014,pop
1437,2014,pop
1437,2014,latin
1438,2014,pop
1438,2014,dance/electronic
1439,2014,pop
1439,2014,dance/electronic
1440,2013,pop
1440,2013,dance/electronic
1441,2014,pop
1442,2013,pop
1442,2013,dance/electronic
1443,2014,hiphop
1443,2014,dance/electronic
1444,2014,pop
1444,2014,r&b
1444,2014,dance/electronic
1445,2014,pop
1445,2014,dance/electronic
1446,2014,pop
1446,2014,rock
1446,2014,dance/electronic
1447,2014,pop
1448,2014,hiphop
1448,2014,pop
1449,2014,pop
1449,2014,dance/electronic
1450,2014,hiphop
1450,2014,pop
1450,2014,r&b
1451,2014,pop
1452,2014,pop
1452,2014,dance/electronic
1453,2014,dance/electronic
1454,2014,set()
1455,2014,pop
1456,2014,pop
1457,2014,pop
1457,2014,latin
1458,2013,pop
1458,2013,dance/electronic
1459,2014,hiphop
1459,2014,pop
1460,2014,pop
1460,2014,dance/electronic
1461,2014,pop
1461,2014,dance/electronic
1462,2014,pop
1463,2012,hiphop
1463,2012,pop
1464,2013,pop
1464,2013,dance/electronic
1465,2014,pop
1466,2014,pop
1466,2014,dance/electronic
1467,2014,pop
1468,2013,pop
1468,2013,dance/electronic
1469,2014,pop
1470,2014,hiphop
1470,2014,pop
1470,2014,dance/electronic
1471,2014,pop
1472,2014,pop
1472,2014,rock
1473,2014,pop
1474,2014,pop
1475,2014,pop
1476,2014,pop
1476,2014,dance/electronic
1477,2014,pop
1477,2014,dance/electronic
1478,2014,pop
1479,2014,rock
1479,2014,pop
1480,2014,pop
1480,2014,dance/electronic
1481,2014,hiphop
1481,2014,pop
1481,2014,dance/electronic
1482,2014,pop
1483,2013,pop
1484,2014,pop
1485,2014,hiphop
1485,2014,pop
1485,2014,r&b
1486,2013,pop
1487,2014,set()
1488,2014,rock
1488,2014,pop
1489,2014,pop
1489,2014,r&b
1490,2014,pop
1491,2014,pop
1491,2014,dance/electronic
1492,2013,pop
1493,2014,hiphop
1493,2014,pop
1493,2014,r&b
1494,2014,pop
1494,2014,rock
1494,2014,dance/electronic
1495,2014,pop
1495,2014,dance/electronic
1496,2014,pop
1497,2013,hiphop
1497,2013,pop
1498,2014,hiphop
1498,2014,pop
1499,2014,pop
1500,2015,pop
1501,2014,pop
1502,2015,hiphop
1502,2015,pop
1503,2015,pop
1504,2015,hiphop
1504,2015,pop
1504,2015,dance/electronic
1505,2014,pop
1505,2014,r&b
1506,2015,pop
1506,2015,rock
1506,2015,dance/electronic
1507,2014,hiphop
1507,2014,pop
1507,2014,dance/electronic
1508,2014,hiphop
1508,2014,pop
1508,2014,dance/electronic
1509,2015,pop
1510,2014,pop
1511,2015,pop
1511,2015,r&b
1512,2015,rock
1512,2015,pop
1513,2015,pop
1513,2015,dance/electronic
1514,2014,pop
1514,2014,dance/electronic
1515,2014,hiphop
1515,2014,pop
1515,2014,dance/electronic
1516,2015,pop
1517,2015,hiphop
1517,2015,pop
1518,2015,pop
1519,2015,hiphop
1519,2015,pop
1520,2015,pop
1520,2015,dance/electronic
1521,2015,hiphop
1521,2015,pop
1521,2015,dance/electronic
1522,2014,pop
1522,2014,dance/electronic
1523,2015,hiphop
1523,2015,pop
1523,2015,r&b
1524,2015,rock
1525,2016,hiphop
1526,2014,pop
1526,2014,dance/electronic
1527,2015,rock
1528,2015,pop
1529,2015,rock
1529,2015,classical
1530,2014,pop
1531,2015,hiphop
1531,2015,pop
1531,2015,dance/electronic
1532,2015,pop
1532,2015,dance/electronic
1533,2015,pop
1533,2015,dance/electronic
1534,2018,hiphop
1534,2018,pop
1534,2018,dance/electronic
1535,2014,pop
1536,2015,pop
1536,2015,r&b
1537,2014,hiphop
1537,2014,pop
1537,2014,latin
1538,2015,pop
1538,2015,dance/electronic
1539,2015,hiphop
1539,2015,pop
1539,2015,r&b
1540,2015,pop
1540,2015,dance/electronic
1541,2015,pop
1542,2015,hiphop
1542,2015,dance/electronic
1543,2015,pop
1543,2015,dance/electronic
1544,2015,pop
1545,2017,pop
1546,2015,pop
1547,2015,pop
1547,2015,r&b
1548,2015,hiphop
1548,2015,pop
1549,2015,hiphop
1550,2015,hiphop
1550,2015,pop
1550,2015,r&b
1551,2016,rock
1551,2016,folk/acoustic
1551,2016,pop
1552,2015,hiphop
1552,2015,pop
1553,2014,pop
1553,2014,dance/electronic
1554,2014,pop
1554,2014,r&b
1555,2015,pop
1556,2017,pop
1556,2017,dance/electronic
1557,2015,hiphop
1557,2015,pop
1557,2015,r&b
1558,2016,hiphop
1558,2016,pop
1558,2016,r&b
1559,2015,pop
1560,2015,pop
1561,2015,hiphop
1561,2015,pop
1562,2014,pop
1563,2015,pop
1563,2015,r&b
1564,2015,pop
1564,2015,r&b
1565,2015,hiphop
1565,2015,rock
1565,2015,pop
1566,2015,pop
1567,2016,pop
1567,2016,dance/electronic
1568,2015,metal
1569,2015,pop
1570,2015,hiphop
1570,2015,pop
1571,2014,folk/acoustic
1571,2014,pop
1572,2014,pop
1573,2015,pop
1573,2015,r&b
1574,2015,pop
1575,2015,hiphop
1575,2015,pop
1575,2015,dance/electronic
1576,2015,hiphop
1576,2015,pop
1577,2015,hiphop
1577,2015,pop
1578,2016,pop
1578,2016,dance/electronic
1579,2015,hiphop
1579,2015,pop
1579,2015,r&b
1580,2015,dance/electronic
1581,2015,pop
