,year,genre
1582,2015,hiphop
1582,2015,pop
1583,2014,pop
1584,2015,pop
1584,2015,dance/electronic
1585,2015,pop
1585,2015,rock
1585,2015,dance/electronic
1586,2015,hiphop
1586,2015,pop
1586,2015,r&b
1587,2015,hiphop
1587,2015,pop
1588,2015,r&b
1589,2015,hiphop
1589,2015,pop
1589,2015,dance/electronic
1590,2015,pop
1590,2015,dance/electronic
1591,2015,rock
1591,2015,pop
1592,2018,pop
1592,2018,dance/electronic
1593,2015,pop
1594,2014,pop
1595,2015,pop
1596,2015,pop
1597,2015,pop
1597,2015,dance/electronic
1598,2015,pop
1599,2017,latin
1600,2016,pop
1600,2016,r&b
1601,2016,hiphop
1601,2016,pop
1601,2016,r&b
1602,2015,pop
1603,2016,pop
1603,2016,dance/electronic
1604,2015,pop
1604,2015,r&b
1605,2016,hiphop
1605,2016,pop
1606,2016,dance/electronic
1607,2016,pop
1608,2016,pop
1609,2016,hiphop
1609,2016,pop
1609,2016,r&b
1610,2015,rock
1610,2015,pop
1611,2015,pop
1612,2016,pop
1613,2015,pop
1613,2015,r&b
1613,2015,dance/electronic
1614,2016,hiphop
1614,2016,pop
1615,2015,hiphop
1615,2015,pop
1616,2016,hiphop
1616,2016,pop
1616,2016,dance/electronic
1617,2016,rock
1617,2016,pop
1617,2016,dance/electronic
1618,2016,hiphop
1618,2016,pop
1619,2016,rock
1620,2016,hiphop
1620,2016,pop
1621,2016,pop
1621,2016,dance/electronic
1622,2016,pop
1622,2016,dance/electronic
1623,2016,hiphop
1623,2016,pop
1623,2016,dance/electronic
1624,2016,pop
1624,2016,dance/electronic
1625,2016,hiphop
1625,2016,pop
1626,2016,pop
1626,2016,dance/electronic
1627,2017,pop
1628,2017,pop
1629,2016,pop
1629,2016,dance/electronic
1630,2018,dance/electronic
1631,2016,pop
1631,2016,dance/electronic
1632,2016,hiphop
1632,2016,pop
1632,2016,dance/electronic
1633,2016,hiphop
1633,2016,pop
1633,2016,dance/electronic
1634,2016,hiphop
1634,2016,pop
1634,2016,dance/electronic
1635,2016,hiphop
1635,2016,pop
1636,2016,hiphop
1636,2016,pop
1636,2016,r&b
1637,2016,pop
1638,2016,pop
1638,2016,dance/electronic
1639,2015,pop
1640,2015,pop
1641,2016,hiphop
1641,2016,pop
1641,2016,dance/electronic
1642,2016,pop
1642,2016,rock
1643,2015,rock
1644,2015,hiphop
1644,2015,pop
1645,2016,pop
1646,2016,pop
1646,2016,dance/electronic
1647,2016,pop
1648,2016,pop
1648,2016,dance/electronic
1649,2016,pop
1649,2016,latin
1650,2015,dance/electronic
1651,2016,pop
1651,2016,dance/electronic
1652,2016,hiphop
1652,2016,pop
1652,2016,r&b
1653,2016,pop
1654,2017,pop
1655,2016,hiphop
1655,2016,pop
1655,2016,r&b
1656,2015,rock
1656,2015,pop
1657,2016,pop
1657,2016,dance/electronic
1658,2016,pop
1658,2016,r&b
1659,2015,hiphop
1659,2015,rock
1659,2015,pop
1660,2016,pop
1661,2016,dance/electronic
1662,2016,hiphop
1662,2016,pop
1662,2016,dance/electronic
1663,2015,rock
1663,2015,pop
1663,2015,dance/electronic
1664,2016,pop
1664,2016,dance/electronic
1665,2016,pop
1666,2016,hiphop
1666,2016,pop
1666,2016,r&b
1667,2016,pop
1667,2016,dance/electronic
1668,2016,pop
1668,2016,r&b
1669,2016,hiphop
1669,2016,pop
1669,2016,dance/electronic
1670,2015,pop
1670,2015,dance/electronic
1671,2015,hiphop
1671,2015,pop
1671,2015,r&b
1672,2016,pop
1673,2016,pop
1674,2016,pop
1674,2016,dance/electronic
1675,2016,hiphop
1675,2016,pop
1675,2016,dance/electronic
1676,2015,pop
1676,2015,dance/electronic
1677,2016,hiphop
1677,2016,pop
1677,2016,r&b
1678,2016,pop
1679,2015,hiphop
1679,2015,pop
1679,2015,r&b
1680,2016,hiphop
1680,2016,pop
1680,2016,dance/electronic
1681,2016,pop
1681,2016,dance/electronic
1682,2015,pop
1682,2015,dance/electronic
1683,2016,dance/electronic
1684,2016,pop
1684,2016,rock
1685,2016,pop
1686,2016,hiphop
1686,2016,pop
1686,2016,r&b
1687,2016,hiphop
1687,2016,pop
1688,2016,hiphop
1688,2016,pop
1689,2016,pop
1690,2016,rock
1690,2016,pop
1690,2016,dance/electronic
1691,2016,hiphop
1692,2016,dance/electronic
1693,2015,hiphop
1693,2015,pop
1693,2015,r&b
1694,2016,pop
1694,2016,dance/electronic
1695,2016,pop
1695,2016,r&b
1696,2017,pop
1697,2016,pop
1697,2016,folk/acoustic
1698,2016,hiphop
1698,2016,pop
1698,2016,r&b
1699,2016,hiphop
1699,2016,pop
1699,2016,r&b
1700,2017,pop
1701,2018,hiphop
1701,2018,pop
1702,2017,pop
1702,2017,latin
1703,2017,pop
1704,2016,pop
1704,2016,dance/electronic
1705,2017,pop
1706,2017,rock
1707,2018,pop
1708,2017,pop
1708,2017,dance/electronic
1709,2017,pop
1710,2018,rock
1711,2016,hiphop
1711,2016,dance/electronic
1712,2017,pop
1712,2017,dance/electronic
1713,2017,hiphop
1713,2017,pop
1714,2017,hiphop
1714,2017,pop
1715,2017,pop
1716,2016,hiphop
1716,2016,pop
1717,2017,hiphop
1718,2017,hiphop
1718,2017,pop
1719,2017,hiphop
1719,2017,pop
1720,2017,hiphop
1721,2017,pop
1721,2017,dance/electronic
1722,2017,pop
1722,2017,dance/electronic
1723,2017,latin
1724,2016,hiphop
1724,2016,pop
1724,2016,dance/electronic
1725,2016,hiphop
1725,2016,pop
1726,2017,pop
1726,2017,dance/electronic
1727,2017,hiphop
1727,2017,dance/electronic
1728,2017,hiphop
1728,2017,pop
1729,2017,hiphop
1730,2017,rock
1731,2016,hiphop
1732,2017,hiphop
1732,2017,pop
1733,2017,hiphop
1733,2017,pop
1734,2017,hiphop
1735,2017,pop
1735,2017,folk/acoustic
1736,2017,hiphop
1736,2017,pop
1736,2017,dance/electronic
1737,2017,rock
1738,2017,pop
1738,2017,latin
1739,2017,hiphop
1740,2017,pop
1741,2017,pop
1742,2017,pop
1742,2017,dance/electronic
1743,2017,pop
1743,2017,dance/electronic
1744,2017,r&b
1745,2017,hiphop
1745,2017,pop
1745,2017,dance/electronic
1746,2017,hiphop
1747,2017,pop
1748,2017,pop
1748,2017,latin
1749,2017,hiphop
1750,2017,hiphop
1751,2017,hiphop
1752,2017,hiphop
1753,2017,hiphop
1753,2017,pop
1754,2017,hiphop
1754,2017,pop
1755,2017,pop
1755,2017,dance/electronic
1756,2017,pop
1756,2017,dance/electronic
1757,2016,pop
1757,2016,dance/electronic
1758,2017,pop
1759,2017,hiphop
1759,2017,pop
1759,2017,dance/electronic
1760,2017,hiphop
1760,2017,pop
1761,2017,pop
1762,2017,hiphop
1762,2017,pop
1763,2017,pop
1764,2017,pop
1765,2017,hiphop
1765,2017,pop
1766,2017,r&b
1767,2017,pop
1767,2017,dance/electronic
1768,2017,hiphop
1768,2017,pop
1769,2016,hiphop
1770,2017,pop
1770,2017,dance/electronic
1771,2017,pop
1771,2017,dance/electronic
1772,2017,pop
1773,2016,set()
1774,2017,hiphop
1774,2017,pop
1774,2017,dance/electronic
1775,2017,hiphop
1775,2017,pop
1776,2017,pop
1777,2017,rock
1777,2017,pop
1778,2017,hiphop
1778,2017,pop
1779,2019,pop
1779,2019,dance/electronic
1780,2017,pop
1781,2017,hiphop
1781,2017,pop
1781,2017,r&b
1782,2017,pop
1783,2016,pop
1783,2016,dance/electronic
1784,2016,pop
1784,2016,r&b
1785,2017,hiphop
1785,2017,pop
1786,2016,pop
1786,2016,dance/electronic
1787,2017,rock
1788,2017,pop
1789,2017,pop
1789,2017,latin
1790,2017,pop
1791,2016,pop
1791,2016,r&b
1792,2017,pop
1792,2017,dance/electronic
1793,2017,hiphop
1793,2017,pop
1794,2017,pop
1795,2017,pop
1795,2017,dance/electronic
1796,2017,pop
1796,2017,dance/electronic
1797,2016,pop
1798,2017,pop
1798,2017,dance/electronic
1799,2017,pop
1799,2017,dance/electronic
1800,2018,hiphop
1800,2018,pop
1800,2018,r&b
1801,2018,hiphop
1802,2017,hiphop
1802,2017,pop
1803,2017,hiphop
1803,2017,pop
1804,2018,pop
1804,2018,dance/electronic
1805,2018,hiphop
1806,2018,hiphop
1806,2018,pop
1806,2018,dance/electronic
1807,2018,pop
1807,2018,dance/electronic
1808,2018,hiphop
1808,2018,pop
1809,2018,hiphop
1810,2018,pop
1811,2018,hiphop
1812,2018,hiphop
1812,2018,pop
1812,2018,dance/electronic
1813,2018,hiphop
1813,2018,pop
1814,2018,hiphop
1814,2018,dance/electronic
1815,2018,rock
1816,2018,hiphop
1816,2018,pop
1816,2018,dance/electronic
1817,2018,pop
1817,2018,dance/electronic
1818,2018,pop
1818,2018,r&b
1819,2018,pop
1819,2018,dance/electronic
1820,2018,hiphop
1820,2018,pop
1821,2018,pop
1821,2018,dance/electronic
1822,2018,hiphop
1822,2018,pop
1822,2018,r&b
1823,2018,hiphop
1824,2018,pop
1824,2018,r&b
1825,2018,latin
1826,2018,hiphop
1826,2018,pop
1827,2019,latin
1828,2018,hiphop
1829,2018,pop
1829,2018,latin
1830,2017,hiphop
1830,2017,pop
1831,2018,hiphop
1832,2017,hiphop
1832,2017,pop
1832,2017,dance/electronic
1833,2018,pop
1833,2018,dance/electronic
1834,2018,hiphop
1834,2018,pop
1835,2018,hiphop
1835,2018,pop
1836,2018,hiphop
1837,2018,hiphop
1837,2018,pop
1838,2017,hiphop
1838,2017,pop
1839,2018,pop
1840,2018,hiphop
1840,2018,pop
1841,2018,set()
1842,2017,pop
1843,2018,pop
1843,2018,rock
1843,2018,dance/electronic
1844,2017,pop
1845,2018,pop
1845,2018,dance/electronic
1846,2017,rock
1846,2017,pop
1847,2018,pop
1847,2018,latin
1848,2017,pop
1848,2017,dance/electronic
1849,2018,pop
1850,2017,pop
1850,2017,dance/electronic
1851,2018,pop
1852,2017,hiphop
1852,2017,pop
1853,2018,hiphop
1854,2018,latin
1855,2018,hiphop
1855,2018,pop
1856,2018,hiphop
1857,2018,pop
1857,2018,dance/electronic
1858,2018,hiphop
1858,2018,pop
1858,2018,dance/electronic
1859,2018,latin
1860,2018,pop
1861,2018,hiphop
1862,2018,hiphop
1862,2018,pop
1863,2017,hiphop
1864,2018,pop
1864,2018,dance/electronic
1865,2018,pop
1866,2018,pop
1867,2018,hiphop
1867,2018,pop
1868,2018,hiphop
1868,2018,pop
1869,2018,hiphop
1869,2018,pop
1869,2018,r&b
1870,2018,hiphop
1870,2018,dance/electronic
1871,2018,pop
1872,2018,pop
1872,2018,latin
1873,2018,hiphop
1873,2018,pop
1874,2017,pop
1874,2017,latin
1875,2017,pop
1875,2017,dance/electronic
1876,2017,hiphop
1876,2017,pop
1876,2017,dance/electronic
1877,2018,dance/electronic
1878,2018,hiphop
1878,2018,pop
1878,2018,r&b
1879,2018,latin
1880,2018,hiphop
1880,2018,pop
1881,2018,pop
1881,2018,dance/electronic
1882,2018,rock
1882,2018,pop
1882,2018,dance/electronic
1883,2017,easylistening
1884,2017,pop
1884,2017,dance/electronic
1885,2018,hiphop
1885,2018,pop
1885,2018,r&b
1886,2018,pop
1887,2018,pop
1887,2018,dance/electronic
1888,2017,pop
1889,2018,pop
1889,2018,rock
1890,2018,pop
1890,2018,dance/electronic
1891,2018,hiphop
1891,2018,pop
1892,2018,pop
1892,2018,dance/electronic
1893,2018,pop
1893,2018,dance/electronic
1894,2018,pop
1895,2018,pop
1895,2018,r&b
1896,2018,hiphop
1896,2018,pop
1896,2018,r&b
1897,2017,hiphop
1898,2018,hiphop
1899,2019,hiphop
1899,2019,pop
1900,2019,pop
1900,2019,dance/electronic
1901,2019,pop
1902,2019,pop
1903,2019,hiphop
1904,2019,dance/electronic
1905,2018,pop
1905,2018,dance/electronic
1906,2019,pop
1906,2019,dance/electronic
1907,2018,pop
1908,2018,pop
1909,2019,pop
1910,2019,hiphop
1910,2019,pop
1910,2019,dance/electronic
1911,2019,hiphop
1911,2019,pop
1912,2019,hiphop
1913,2018,hiphop
1914,2019,latin
1915,2018,rock
1915,2018,pop
1915,2018,dance/electronic
1916,2019,pop
1917,2019,hiphop
1917,2019,pop
1918,2019,pop
1918,2019,dance/electronic
1919,2019,pop
1920,2018,hiphop
1920,2018,dance/electronic
1921,2019,pop
1921,2019,dance/electronic
1922,2019,pop
1923,2019,hiphop
1923,2019,pop
1923,2019,dance/electronic
1924,2018,hiphop
1925,2019,hiphop
1925,2019,pop
1925,2019,r&b
1926,2019,hiphop
1927,2019,pop
1928,2018,pop
1928,2018,dance/electronic
1929,2019,pop
1929,2019,dance/electronic
1930,2019,hiphop
1930,2019,pop
1931,2018,hiphop
1931,2018,pop
1932,2019,hiphop
1933,2019,pop
1934,2018,hiphop
1935,2019,hiphop
1935,2019,pop
1936,2019,hiphop
1936,2019,latin
1936,2019,dance/electronic
1937,2019,hiphop
1937,2019,pop
1937,2019,r&b
1938,2019,hiphop
1938,2019,pop
1939,2018,latin
1940,2019,hiphop
1941,2019,hiphop
1942,2018,hiphop
1943,2019,hiphop
1943,2019,pop
1944,2019,latin
1945,2019,pop
1946,2019,hiphop
1946,2019,pop
1947,2018,hiphop
1947,2018,pop
1948,2019,pop
1949,2019,hiphop
1950,2018,pop
1951,2019,pop
1952,2019,hiphop
1953,2019,hiphop
1953,2019,pop
1953,2019,dance/electronic
1954,2019,pop
1955,2019,hiphop
1955,2019,pop
1956,2019,hiphop
1956,2019,dance/electronic
1957,2019,pop
1958,2019,pop
1959,2019,latin
1960,2019,pop
1961,2018,pop
1961,2018,latin
1962,2019,hiphop
1963,2019,pop
1963,2019,latin
1964,2018,pop
1964,2018,r&b
1965,2018,hiphop
1966,2019,hiphop
1967,2019,hiphop
1967,2019,dance/electronic
1968,2019,pop
1968,2019,dance/electronic
1969,2019,pop
1970,2019,hiphop
1970,2019,dance/electronic
1971,2019,pop
1972,2019,pop
1973,2019,pop
1973,2019,dance/electronic
1974,2019,hiphop
1975,2019,set()
1976,2018,rock
1976,2018,pop
1977,2019,pop
1977,2019,dance/electronic
1978,2019,hiphop
1978,2019,pop
1978,2019,r&b
1979,2019,latin
1980,2019,pop
1980,2019,dance/electronic
1981,2019,hiphop
1981,2019,pop
1981,2019,r&b
1982,2019,latin
1983,2018,hiphop
1984,2019,pop
1985,2019,pop
1985,2019,dance/electronic
1986,2019,hiphop
1986,2019,pop
1987,2018,rock
1988,2019,pop
1988,2019,dance/electronic
1989,2019,pop
1990,2020,world/traditional
1990,2020,hiphop
1991,2019,pop
1991,2019,r&b
1992,2019,pop
1992,2019,dance/electronic
1993,2019,hiphop
1994,2019,pop
1995,2019,pop
1996,2019,hiphop
1996,2019,country
1997,2019,pop
1998,2019,hiphop
