,ID Artist,year,genre,duration,popularity
437,113,2003,hiphop,214.893,49
437,113,2003,pop,214.893,49
438,1002,2003,hiphop,252.44,61
438,1002,2003,pop,252.44,61
439,292,2003,pop,223.133,37
439,292,2003,latin,223.133,37
440,483,2003,pop,182.626,68
440,483,2003,r&b,182.626,68
440,483,2003,dance/electronic,182.626,68
441,548,2003,rock,196.906,68
441,548,2003,metal,196.906,68
442,455,2005,hiphop,242.746,49
442,455,2005,pop,242.746,49
442,455,2005,r&b,242.746,49
443,194,2004,hiphop,197.186,45
443,194,2004,pop,197.186,45
443,194,2004,r&b,197.186,45
444,71,2003,pop,263.506,56
444,71,2003,r&b,263.506,56
445,289,2004,hiphop,248.68,67
446,862,2003,pop,237.693,58
446,862,2003,r&b,237.693,58
447,840,2004,hiphop,266.066,39
447,840,2004,pop,266.066,39
448,807,2002,hiphop,273.36,68
448,807,2002,pop,273.36,68
449,916,2004,dance/electronic,207.066,65
450,212,2004,hiphop,249.533,57
450,212,2004,pop,249.533,57
450,212,2004,rock,249.533,57
451,92,2003,pop,282.306,0
451,92,2003,dance/electronic,282.306,0
452,492,2004,hiphop,192.106,67
453,188,2003,hiphop,276.8,61
453,188,2003,pop,276.8,61
453,188,2003,r&b,276.8,61
454,868,2004,hiphop,216.706,63
454,868,2004,pop,216.706,63
455,253,2004,set(),222.146,51
456,512,2004,pop,200.973,47
456,512,2004,dance/electronic,200.973,47
457,967,2004,hiphop,233.36,66
457,967,2004,pop,233.36,66
457,967,2004,r&b,233.36,66
458,647,2004,hiphop,213.786,57
459,147,2003,pop,230.306,63
460,972,2004,world/traditional,193.52,64
460,972,2004,rock,193.52,64
461,338,2004,rock,237.026,77
462,410,2001,hiphop,247.106,59
462,410,2001,pop,247.106,59
463,344,2003,hiphop,265.026,61
463,344,2003,pop,265.026,61
464,535,2004,hiphop,225.173,42
464,535,2004,pop,225.173,42
465,475,2004,hiphop,193.733,73
466,301,2003,metal,262.533,72
467,658,2004,hiphop,336.506,57
467,658,2004,pop,336.506,57
467,658,2004,r&b,336.506,57
468,526,2004,r&b,229.08,46
469,676,2003,rock,226.053,60
469,676,2003,pop,226.053,60
470,74,2004,pop,202.013,58
471,967,2004,hiphop,316.053,72
471,967,2004,pop,316.053,72
471,967,2004,r&b,316.053,72
472,372,2004,rock,176.346,77
473,483,2003,pop,224.933,57
473,483,2003,r&b,224.933,57
473,483,2003,dance/electronic,224.933,57
474,802,2004,pop,266.04,43
474,802,2004,rock,266.04,43
474,802,2004,dance/electronic,266.04,43
475,38,2003,pop,284.16,55
475,38,2003,r&b,284.16,55
476,475,2004,hiphop,221.226,76
477,847,2004,pop,185.133,61
478,563,2003,hiphop,290.76,48
478,563,2003,pop,290.76,48
479,74,2004,pop,242.413,68
480,246,2003,pop,240.04,44
481,275,2004,set(),225.106,64
482,104,2003,pop,301.133,62
482,104,2003,r&b,301.133,62
483,6,2002,pop,238.733,74
483,6,2002,rock,238.733,74
483,6,2002,metal,238.733,74
484,475,2004,hiphop,223.506,80
485,967,2004,hiphop,226.013,56
485,967,2004,pop,226.013,56
485,967,2004,r&b,226.013,56
486,478,2003,pop,252.466,55
486,478,2003,easylistening,252.466,55
486,478,2003,jazz,252.466,55
487,976,2004,hiphop,223.44,76
487,976,2004,pop,223.44,76
487,976,2004,r&b,223.44,76
488,553,2004,hiphop,277.84,59
488,553,2004,pop,277.84,59
488,553,2004,r&b,277.84,59
489,555,2004,dance/electronic,171.546,59
490,919,2004,hiphop,254.266,58
490,919,2004,dance/electronic,254.266,58
491,469,2003,hiphop,248.2,64
491,469,2003,pop,248.2,64
492,697,2003,hiphop,234.0,66
492,697,2003,pop,234.0,66
493,363,2004,pop,205.36,59
493,363,2004,dance/electronic,205.36,59
494,440,2003,pop,191.826,57
494,440,2003,r&b,191.826,57
495,289,2004,hiphop,296.88,48
496,351,2001,pop,189.506,65
497,65,2004,pop,217.44,56
498,993,2003,pop,214.733,55
499,38,2003,pop,366.733,61
499,38,2003,r&b,366.733,61
500,591,2005,pop,201.4,69
500,591,2005,r&b,201.4,69
501,594,2004,pop,256.733,72
501,594,2004,r&b,256.733,72
502,475,2005,hiphop,207.626,78
503,760,2005,hiphop,246.96,77
503,760,2005,pop,246.96,77
503,760,2005,r&b,246.96,77
504,9,2005,hiphop,209.106,79
504,9,2005,pop,209.106,79
505,421,2005,pop,209.493,75
506,372,2004,rock,261.266,72
507,907,2005,pop,272.08,72
507,907,2005,r&b,272.08,72
508,219,2005,pop,233.64,74
509,24,2004,pop,238.493,28
510,583,2005,pop,337.733,74
511,9,2005,hiphop,237.706,76
511,9,2005,pop,237.706,76
512,206,2005,pop,168.879,67
513,289,2004,hiphop,265.48,52
514,807,2005,hiphop,213.066,59
514,807,2005,pop,213.066,59
515,379,2004,pop,236.213,68
515,379,2004,r&b,236.213,68
516,886,2005,dance/electronic,393.813,63
517,331,2005,hiphop,230.493,73
517,331,2005,pop,230.493,73
517,331,2005,rock,230.493,73
518,9,2005,hiphop,214.226,72
518,9,2005,pop,214.226,72
519,897,2005,hiphop,235.533,74
519,897,2005,pop,235.533,74
520,191,2005,hiphop,229.866,71
520,191,2005,pop,229.866,71
520,191,2005,r&b,229.866,71
521,591,2005,pop,203.36,0
521,591,2005,r&b,203.36,0
522,113,2005,hiphop,326.96,67
522,113,2005,pop,326.96,67
523,198,2004,pop,256.346,61
523,198,2004,r&b,256.346,61
524,9,2005,hiphop,247.506,60
524,9,2005,pop,247.506,60
525,83,2005,hiphop,219.92,4
525,83,2005,pop,219.92,4
525,83,2005,r&b,219.92,4
525,83,2005,latin,219.92,4
526,437,2005,hiphop,225.533,65
526,437,2005,pop,225.533,65
526,437,2005,r&b,225.533,65
527,434,2004,hiphop,205.733,76
528,897,2005,hiphop,206.4,77
528,897,2005,pop,206.4,77
529,368,2005,hiphop,222.64,82
530,113,2005,hiphop,239.773,62
530,113,2005,pop,239.773,62
531,24,2004,pop,235.8,21
532,135,2005,rock,200.053,54
532,135,2005,dance/electronic,200.053,54
533,862,2005,pop,218.093,64
533,862,2005,r&b,218.093,64
534,435,2005,hiphop,280.013,55
534,435,2005,pop,280.013,55
535,289,2004,hiphop,250.76,77
536,816,2005,pop,212.893,72
536,816,2005,latin,212.893,72
537,368,2005,hiphop,244.999,73
538,840,2004,hiphop,236.813,54
538,840,2004,pop,236.813,54
539,766,2005,pop,276.603,58
539,766,2005,rock,276.603,58
540,226,2005,hiphop,230.133,52
540,226,2005,pop,230.133,52
541,963,2004,hiphop,283.454,50
541,963,2004,pop,283.454,50
542,213,2005,hiphop,224.253,63
542,213,2005,pop,224.253,63
543,628,2005,hiphop,226.863,67
543,628,2005,pop,226.863,67
543,628,2005,r&b,226.863,67
544,765,2005,pop,226.64,56
544,765,2005,folk/acoustic,226.64,56
545,145,2004,set(),229.826,42
546,134,2005,hiphop,258.666,65
546,134,2005,pop,258.666,65
546,134,2005,r&b,258.666,65
547,85,2005,pop,239.586,63
548,734,2005,hiphop,237.733,63
548,734,2005,pop,237.733,63
548,734,2005,r&b,237.733,63
549,475,2005,hiphop,233.4,61
550,840,2004,hiphop,266.066,39
550,840,2004,pop,266.066,39
551,311,2005,hiphop,211.32,41
551,311,2005,pop,211.32,41
552,242,2004,pop,325.573,63
552,242,2004,r&b,325.573,63
553,198,2005,pop,202.213,52
553,198,2005,r&b,202.213,52
554,48,2008,hiphop,238.746,52
554,48,2008,pop,238.746,52
554,48,2008,r&b,238.746,52
555,563,2004,hiphop,270.746,59
555,563,2004,pop,270.746,59
556,338,2005,rock,215.0,61
557,651,2005,pop,222.653,52
557,651,2005,folk/acoustic,222.653,52
558,379,2004,pop,199.853,69
558,379,2004,r&b,199.853,69
559,734,2005,hiphop,240.04,59
559,734,2005,pop,240.04,59
559,734,2005,r&b,240.04,59
560,933,2005,rock,231.533,74
561,38,2003,pop,256.0,50
561,38,2003,r&b,256.0,50
562,5,2004,hiphop,238.053,68
563,205,2005,hiphop,243.986,56
563,205,2005,pop,243.986,56
563,205,2005,r&b,243.986,56
564,478,2005,pop,197.16,60
564,478,2005,easylistening,197.16,60
564,478,2005,jazz,197.16,60
565,537,2004,hiphop,260.6,66
565,537,2004,pop,260.6,66
566,591,2005,pop,233.866,0
566,591,2005,r&b,233.866,0
567,1002,2005,hiphop,179.16,57
567,1002,2005,pop,179.16,57
568,992,2020,hiphop,197.666,34
568,992,2020,pop,197.666,34
569,142,2005,hiphop,205.84,66
569,142,2005,pop,205.84,66
569,142,2005,r&b,205.84,66
570,472,2005,rock,217.706,58
571,484,2004,pop,198.973,59
571,484,2004,r&b,198.973,59
572,113,2005,hiphop,219.0,61
572,113,2005,pop,219.0,61
573,988,2005,pop,241.066,1
574,751,2005,hiphop,337.64,62
574,751,2005,pop,337.64,62
574,751,2005,r&b,337.64,62
575,704,2004,rock,208.199,60
575,704,2004,metal,208.199,60
576,55,2006,rock,173.68,71
577,820,2006,pop,219.6,1
578,142,2005,hiphop,248.493,62
578,142,2005,pop,248.493,62
578,142,2005,r&b,248.493,62
579,472,2005,rock,233.186,63
580,976,2004,hiphop,224.64,61
580,976,2004,pop,224.64,61
580,976,2004,r&b,224.64,61
581,484,2004,pop,219.493,71
581,484,2004,r&b,219.493,71
582,6,2012,pop,243.053,52
582,6,2012,rock,243.053,52
582,6,2012,metal,243.053,52
583,666,2005,rock,258.92,67
583,666,2005,metal,258.92,67
584,866,2005,hiphop,231.04,0
584,866,2005,pop,231.04,0
584,866,2005,r&b,231.04,0
585,242,2004,pop,245.4,58
585,242,2004,r&b,245.4,58
586,907,2005,pop,207.506,67
586,907,2005,r&b,207.506,67
587,786,2004,pop,204.173,62
588,854,2005,rock,297.426,69
588,854,2005,pop,297.426,69
589,289,2004,hiphop,296.88,67
590,658,2004,hiphop,253.933,61
590,658,2004,pop,253.933,61
590,658,2004,r&b,253.933,61
591,203,2005,rock,287.906,69
591,203,2005,pop,287.906,69
592,509,2005,world/traditional,201.706,71
592,509,2005,pop,201.706,71
592,509,2005,folk/acoustic,201.706,71
593,242,2004,pop,224.146,55
593,242,2004,r&b,224.146,55
594,484,2004,pop,188.96,71
594,484,2004,r&b,188.96,71
595,972,2004,world/traditional,305.08,56
595,972,2004,rock,305.08,56
596,878,2005,rock,193.653,65
596,878,2005,pop,193.653,65
597,943,2005,country,227.84,67
598,379,2004,pop,189.333,59
598,379,2004,r&b,189.333,59
599,330,2005,rock,255.626,76
599,330,2005,metal,255.626,76
600,816,2005,pop,218.093,82
600,816,2005,latin,218.093,82
601,807,2005,hiphop,218.573,78
601,807,2005,pop,218.573,78
602,468,2006,pop,242.733,78
603,104,2007,pop,227.853,70
603,104,2007,r&b,227.853,70
604,49,2006,r&b,214.946,71
605,760,2006,hiphop,238.92,73
605,760,2006,pop,238.92,73
605,760,2006,r&b,238.92,73
606,365,2006,hiphop,177.466,74
606,365,2006,r&b,177.466,74
607,155,2006,hiphop,214.96,61
607,155,2006,pop,214.96,61
608,659,2006,hiphop,258.893,79
608,659,2006,pop,258.893,79
608,659,2006,latin,258.893,79
609,130,2006,pop,245.466,69
609,130,2006,dance/electronic,245.466,69
610,245,2006,hiphop,276.786,55
610,245,2006,pop,276.786,55
611,583,2005,pop,281.88,61
612,176,2005,hiphop,303.053,71
612,176,2005,pop,303.053,71
613,113,2005,hiphop,213.066,75
613,113,2005,pop,213.066,75
614,659,2006,hiphop,242.293,82
614,659,2006,pop,242.293,82
614,659,2006,latin,242.293,82
615,314,2015,pop,150.533,39
615,314,2015,dance/electronic,150.533,39
616,807,2006,hiphop,243.88,58
616,807,2006,pop,243.88,58
617,907,2005,pop,225.56,68
617,907,2005,r&b,225.56,68
618,198,2006,pop,261.88,59
618,198,2006,r&b,261.88,59
619,289,2005,hiphop,274.44,74
620,184,2006,hiphop,226.293,65
620,184,2006,pop,226.293,65
620,184,2006,r&b,226.293,65
621,641,2006,rock,212.439,75
622,191,2005,hiphop,186.826,63
622,191,2005,pop,186.826,63
622,191,2005,r&b,186.826,63
623,406,2004,pop,209.666,57
624,173,2006,pop,192.213,73
624,173,2006,r&b,192.213,73
625,273,2006,hiphop,202.72,63
625,273,2006,pop,202.72,63
626,907,2005,pop,229.36,57
626,907,2005,r&b,229.36,57
627,536,2006,hiphop,274.386,67
627,536,2006,pop,274.386,67
628,58,2006,pop,190.0,40
628,58,2006,dance/electronic,190.0,40
629,903,2005,hiphop,286.186,68
630,1012,2006,hiphop,241.84,66
630,1012,2006,pop,241.84,66
631,820,2006,pop,223.066,1
632,468,2006,pop,276.16,72
633,666,2005,rock,219.32,65
633,666,2005,metal,219.32,65
634,658,2005,hiphop,271.16,60
634,658,2005,pop,271.16,60
634,658,2005,r&b,271.16,60
635,871,2006,pop,202.066,64
636,316,2006,pop,241.306,57
636,316,2006,r&b,241.306,57
637,170,2011,hiphop,199.12,0
637,170,2011,pop,199.12,0
637,170,2011,dance/electronic,199.12,0
638,213,2005,hiphop,224.253,63
638,213,2005,pop,224.253,63
639,552,2006,hiphop,233.973,42
639,552,2006,pop,233.973,42
639,552,2006,r&b,233.973,42
640,104,2007,pop,240.28,57
640,104,2007,r&b,240.28,57
641,724,2006,pop,197.173,0
642,289,2005,hiphop,281.32,68
643,483,2006,pop,273.973,50
643,483,2006,r&b,273.973,50
643,483,2006,dance/electronic,273.973,50
644,130,2005,pop,207.613,49
644,130,2005,dance/electronic,207.613,49
645,607,2005,set(),189.8,46
646,603,2005,pop,246.333,69
646,603,2005,r&b,246.333,69
647,363,2012,pop,201.59,49
647,363,2012,dance/electronic,201.59,49
648,760,2006,hiphop,226.973,70
648,760,2006,pop,226.973,70
648,760,2006,r&b,226.973,70
649,475,2005,hiphop,236.6,73
650,237,2006,hiphop,229.813,60
650,237,2006,pop,229.813,60
651,301,2006,metal,214.706,65
652,188,2006,hiphop,234.133,62
652,188,2006,pop,234.133,62
652,188,2006,r&b,234.133,62
653,666,2005,rock,238.173,70
653,666,2005,metal,238.173,70
654,309,2005,rock,180.266,74
655,528,2007,pop,257.293,57
655,528,2007,r&b,257.293,57
656,868,2006,hiphop,274.333,64
656,868,2006,pop,274.333,64
657,563,2006,hiphop,230.613,62
657,563,2006,pop,230.613,62
658,665,2006,pop,244.613,37
659,442,2006,hiphop,207.586,56
659,442,2006,pop,207.586,56
660,55,2006,rock,202.133,72
661,749,2006,country,276.773,0
662,104,2006,pop,211.186,45
662,104,2006,r&b,211.186,45
663,494,2005,hiphop,255.333,72
663,494,2005,pop,255.333,72
663,494,2005,r&b,255.333,72
664,546,2006,pop,196.893,68
665,656,2006,pop,220.853,67
665,656,2006,r&b,220.853,67
666,455,2006,hiphop,223.68,48
666,455,2006,pop,223.68,48
666,455,2006,r&b,223.68,48
667,603,2005,pop,260.466,64
667,603,2005,r&b,260.466,64
668,152,2005,hiphop,252.653,62
668,152,2005,pop,252.653,62
668,152,2005,country,252.653,62
669,49,2006,r&b,256.946,63
670,749,2006,country,214.106,69
671,753,2006,rock,282.16,76
672,802,2006,pop,288.36,63
672,802,2006,rock,288.36,63
672,802,2006,dance/electronic,288.36,63
673,656,2006,pop,207.186,75
673,656,2006,r&b,207.186,75
674,390,2019,pop,261.053,35
674,390,2019,rock,261.053,35
674,390,2019,metal,261.053,35
675,908,2006,rock,215.266,56
676,895,2006,rock,215.306,68
677,331,2005,hiphop,231.866,42
677,331,2005,pop,231.866,42
677,331,2005,rock,231.866,42
678,907,2005,pop,207.506,67
678,907,2005,r&b,207.506,67
679,702,2005,rock,185.586,70
680,421,2005,pop,258.653,67
681,193,2006,pop,228.906,63
682,988,2006,pop,219.106,0
683,480,2006,pop,186.173,59
684,694,2006,pop,167.493,46
685,866,2005,hiphop,265.333,0
685,866,2005,pop,265.333,0
685,866,2005,r&b,265.333,0
686,509,2005,world/traditional,172.373,64
686,509,2005,pop,172.373,64
686,509,2005,folk/acoustic,172.373,64
687,653,2004,pop,259.333,2
688,752,2006,rock,249.76,67
688,752,2006,pop,249.76,67
689,423,2006,pop,213.173,64
689,423,2006,r&b,213.173,64
690,841,2006,world/traditional,273.333,35
690,841,2006,rock,273.333,35
690,841,2006,pop,273.333,35
691,896,2005,pop,262.533,79
692,795,2006,world/traditional,151.64,61
692,795,2006,pop,151.64,61
693,644,2006,rock,311.106,76
694,752,2006,rock,222.453,59
694,752,2006,pop,222.453,59
695,878,2005,rock,193.653,65
695,878,2005,pop,193.653,65
696,423,2006,pop,210.066,49
696,423,2006,r&b,210.066,49
697,191,2005,hiphop,229.04,69
697,191,2005,pop,229.04,69
697,191,2005,r&b,229.04,69
698,724,2006,pop,208.493,0
699,900,2006,rock,203.506,73
700,528,2007,pop,262.466,75
700,528,2007,r&b,262.466,75
701,760,2008,hiphop,275.986,81
701,760,2008,pop,275.986,81
701,760,2008,r&b,275.986,81
702,147,2007,pop,251.24,79
703,316,2006,pop,268.12,76
703,316,2006,r&b,268.12,76
704,596,2007,pop,219.413,0
705,728,2005,pop,232.533,78
706,468,2006,pop,448.573,70
707,379,2006,pop,246.466,71
707,379,2006,r&b,246.466,71
708,938,2007,hiphop,179.12,80
708,938,2007,pop,179.12,80
708,938,2007,r&b,179.12,80
709,659,2006,hiphop,223.08,81
709,659,2006,pop,223.08,81
709,659,2006,latin,223.08,81
710,401,2012,set(),151.973,43
711,34,2007,dance/electronic,223.111,73
712,813,2007,pop,209.8,65
712,813,2007,dance/electronic,209.8,65
713,24,2006,pop,212.36,58
714,938,2007,hiphop,234.026,70
714,938,2007,pop,234.026,70
714,938,2007,r&b,234.026,70
715,9,2007,hiphop,247.946,67
715,9,2007,pop,247.946,67
716,297,2007,pop,198.567,0
716,297,2007,dance/electronic,198.567,0
717,314,2015,pop,150.533,0
717,314,2015,dance/electronic,150.533,0
718,198,2006,pop,237.053,68
718,198,2006,r&b,237.053,68
719,475,2007,hiphop,311.866,54
720,104,2007,pop,199.853,64
720,104,2007,r&b,199.853,64
721,380,2007,hiphop,237.173,59
721,380,2007,pop,237.173,59
722,24,2006,pop,247.066,53
723,846,2007,hiphop,221.933,74
723,846,2007,pop,221.933,74
724,311,2006,hiphop,247.413,59
724,311,2006,pop,247.413,59
725,724,2006,pop,214.386,0
726,760,2008,hiphop,212.28,69
726,760,2008,pop,212.28,69
726,760,2008,r&b,212.28,69
727,553,2007,hiphop,209.533,62
727,553,2007,pop,209.533,62
727,553,2007,r&b,209.533,62
728,475,2007,hiphop,271.6,47
729,159,2006,set(),152.333,17
730,548,2007,rock,205.613,77
730,548,2007,metal,205.613,77
731,494,2007,hiphop,255.706,60
731,494,2007,pop,255.706,60
731,494,2007,r&b,255.706,60
732,191,2007,hiphop,250.666,68
732,191,2007,pop,250.666,68
732,191,2007,r&b,250.666,68
733,826,2007,hiphop,253.4,61
733,826,2007,pop,253.4,61
734,319,2007,rock,208.106,73
734,319,2007,metal,208.106,73
735,468,2006,pop,252.973,66
736,626,2007,hiphop,253.706,59
736,626,2007,pop,253.706,59
737,305,2007,hiphop,253.573,62
737,305,2007,pop,253.573,62
737,305,2007,r&b,253.573,62
738,810,2007,rock,193.893,73
738,810,2007,metal,193.893,73
739,871,2006,pop,202.066,64
740,55,2007,rock,172.866,67
741,468,2006,pop,276.16,72
742,316,2006,pop,246.6,64
742,316,2006,r&b,246.6,64
743,548,2007,rock,166.373,73
743,548,2007,metal,166.373,73
744,644,2006,rock,161.92,80
745,157,2007,hiphop,333.68,57
745,157,2007,pop,333.68,57
745,157,2007,dance/electronic,333.68,57
746,862,2007,pop,212.4,66
746,862,2007,r&b,212.4,66
747,74,2007,pop,216.6,75
748,656,2007,pop,266.84,74
748,656,2007,r&b,266.84,74
749,222,2016,pop,215.173,45
749,222,2016,rock,215.173,45
749,222,2016,metal,215.173,45
750,974,2013,hiphop,173.04,48
750,974,2013,pop,173.04,48
751,553,2007,hiphop,273.133,70
751,553,2007,pop,273.133,70
751,553,2007,r&b,273.133,70
752,505,2007,rock,165.12,65
753,866,2007,hiphop,238.8,3
753,866,2007,pop,238.8,3
753,866,2007,r&b,238.8,3
754,84,2006,hiphop,324.906,59
754,84,2006,pop,324.906,59
755,316,2006,pop,292.373,63
755,316,2006,r&b,292.373,63
756,690,2006,hiphop,256.426,57
756,690,2006,pop,256.426,57
756,690,2006,r&b,256.426,57
757,734,2007,hiphop,242.586,57
757,734,2007,pop,242.586,57
757,734,2007,r&b,242.586,57
758,666,2005,rock,252.04,69
758,666,2005,metal,252.04,69
759,309,2007,rock,203.506,76
760,468,2006,pop,444.333,57
761,42,2007,rock,182.826,76
762,49,2006,r&b,241.293,76
763,494,2007,hiphop,238.36,58
763,494,2007,pop,238.36,58
763,494,2007,r&b,238.36,58
764,198,2006,pop,267.413,56
764,198,2006,r&b,267.413,56
765,292,2007,pop,219.533,45
765,292,2007,latin,219.533,45
766,869,2017,dance/electronic,178.613,59
767,771,2005,pop,254.92,36
767,771,2005,dance/electronic,254.92,36
768,597,2007,pop,211.08,62
769,309,2007,rock,212.04,68
770,705,2007,pop,211.52,72
770,705,2007,rock,211.52,72
771,390,2019,pop,223.533,30
771,390,2019,rock,223.533,30
771,390,2019,metal,223.533,30
772,397,2006,hiphop,261.026,52
772,397,2006,pop,261.026,52
773,330,2007,rock,269.373,78
773,330,2007,metal,269.373,78
774,731,2007,hiphop,255.413,61
774,731,2007,pop,255.413,61
774,731,2007,r&b,255.413,61
775,472,2007,rock,204.2,67
776,596,2007,pop,232.946,46
777,142,2006,hiphop,238.266,57
777,142,2006,pop,238.266,57
777,142,2006,r&b,238.266,57
778,443,2006,hiphop,236.08,0
778,443,2006,pop,236.08,0
779,911,2006,pop,192.0,74
780,621,2006,pop,187.733,69
781,193,2006,pop,194.213,66
782,806,2007,hiphop,225.373,78
782,806,2007,pop,225.373,78
782,806,2007,r&b,225.373,78
783,24,2006,pop,293.066,52
784,421,2007,pop,280.026,68
785,169,2005,pop,199.946,76
785,169,2005,country,199.946,76
786,466,2006,dance/electronic,295.933,52
787,866,2007,hiphop,227.96,2
787,866,2007,pop,227.96,2
787,866,2007,r&b,227.96,2
788,138,2007,hiphop,287.48,61
788,138,2007,pop,287.48,61
789,74,2007,pop,240.493,68
790,756,2007,hiphop,263.92,57
790,756,2007,pop,263.92,57
791,621,2006,pop,235.173,57
792,588,2007,rock,235.693,53
792,588,2007,pop,235.693,53
793,284,2007,set(),261.32,58
794,997,2007,set(),241.133,56
795,143,2007,pop,206.52,62
796,871,2007,pop,237.76,58
797,412,2007,hiphop,275.106,64
797,412,2007,pop,275.106,64
797,412,2007,r&b,275.106,64
797,412,2007,dance/electronic,275.106,64
798,753,2006,rock,334.666,79
799,563,2006,hiphop,280.68,51
799,563,2006,pop,280.68,51
800,325,2008,hiphop,231.4,80
800,325,2008,pop,231.4,80
801,479,2008,pop,179.64,73
802,760,2008,hiphop,229.413,74
802,760,2008,pop,229.413,74
802,760,2008,r&b,229.413,74
803,38,2007,pop,253.813,77
803,38,2007,r&b,253.813,77
804,938,2007,hiphop,184.4,74
804,938,2007,pop,184.4,74
804,938,2007,r&b,184.4,74
805,656,2008,pop,232.0,71
805,656,2008,r&b,232.0,71
806,191,2007,hiphop,252.12,70
806,191,2007,pop,252.12,70
806,191,2007,r&b,252.12,70
807,104,2008,pop,249.146,66
807,104,2008,r&b,249.146,66
808,476,2008,hiphop,246.053,75
808,476,2008,pop,246.053,75
808,476,2008,r&b,246.053,75
809,581,2007,hiphop,216.146,70
809,581,2007,pop,216.146,70
810,813,2007,pop,209.8,65
810,813,2007,dance/electronic,209.8,65
811,760,2008,hiphop,238.626,76
811,760,2008,pop,238.626,76
811,760,2008,r&b,238.626,76
812,377,2011,hiphop,190.013,1
813,147,2007,pop,196.053,61
814,544,2008,hiphop,299.333,69
814,544,2008,pop,299.333,69
815,93,2008,pop,148.186,63
816,475,2007,hiphop,237.506,52
817,583,2009,pop,189.693,71
818,479,2008,pop,220.226,73
819,760,2008,hiphop,267.08,77
819,760,2008,pop,267.08,77
819,760,2008,r&b,267.08,77
820,840,2007,hiphop,245.52,56
820,840,2007,pop,245.52,56
821,24,2008,pop,240.746,69
822,147,2008,pop,224.4,76
823,297,2008,pop,157.432,65
823,297,2008,dance/electronic,157.432,65
824,485,2010,hiphop,207.92,34
824,485,2010,pop,207.92,34
824,485,2010,r&b,207.92,34
825,435,2008,hiphop,321.293,69
825,435,2008,pop,321.293,69
826,583,2008,pop,287.906,57
827,907,2008,pop,245.68,72
827,907,2008,r&b,245.68,72
828,994,2007,hiphop,327.88,46
828,994,2007,pop,327.88,46
829,846,2007,hiphop,221.933,74
829,846,2007,pop,221.933,74
830,147,2007,pop,212.106,64
831,868,2008,hiphop,338.853,75
831,868,2008,pop,338.853,75
832,656,2008,pop,234.36,65
832,656,2008,r&b,234.36,65
833,544,2008,hiphop,221.84,69
833,544,2008,pop,221.84,69
834,202,2008,hiphop,243.013,61
834,202,2008,pop,243.013,61
834,202,2008,r&b,243.013,61
835,624,2007,pop,190.453,0
836,93,2008,pop,176.453,65
837,191,2007,hiphop,250.666,68
837,191,2007,pop,250.666,68
837,191,2007,r&b,250.666,68
838,319,2007,rock,208.106,73
838,319,2007,metal,208.106,73
839,29,2008,pop,210.68,51
840,252,2011,hiphop,204.093,68
840,252,2011,pop,204.093,68
840,252,2011,dance/electronic,204.093,68
841,346,2008,r&b,202.133,56
842,415,2007,rock,262.24,56
842,415,2007,blues,262.24,56
843,731,2007,hiphop,188.493,66
843,731,2007,pop,188.493,66
843,731,2007,r&b,188.493,66
844,907,2008,pop,218.4,64
844,907,2008,r&b,218.4,64
845,806,2008,hiphop,236.693,65
845,806,2008,pop,236.693,65
845,806,2008,r&b,236.693,65
846,653,2008,pop,203.44,62
847,904,2008,rock,177.826,78
847,904,2008,pop,177.826,78
847,904,2008,metal,177.826,78
848,475,2007,hiphop,203.493,47
849,300,2008,r&b,284.733,78
850,798,2008,rock,222.826,69
850,798,2008,metal,222.826,69
851,715,2008,dance/electronic,313.346,57
852,897,2008,hiphop,320.893,60
852,897,2008,pop,320.893,60
853,220,2008,pop,244.266,57
853,220,2008,r&b,244.266,57
854,724,2008,pop,215.16,76
855,475,2008,hiphop,270.306,66
856,380,2008,hiphop,216.317,54
856,380,2008,pop,216.317,54
857,572,2007,pop,205.2,1
857,572,2007,rock,205.2,1
858,6,2008,pop,241.96,56
858,6,2008,rock,241.96,56
858,6,2008,metal,241.96,56
859,512,2007,pop,190.973,47
859,512,2007,dance/electronic,190.973,47
860,591,2008,pop,204.733,0
860,591,2008,r&b,204.733,0
861,615,2007,rock,302.84,77
862,924,2007,pop,171.226,55
862,924,2007,rock,171.226,55
862,924,2007,dance/electronic,171.226,55
863,544,2008,hiphop,244.626,58
863,544,2008,pop,244.626,58
864,796,2007,rock,222.44,57
864,796,2007,blues,222.44,57
864,796,2007,latin,222.44,57
865,891,2007,hiphop,267.866,62
865,891,2007,pop,267.866,62
865,891,2007,r&b,267.866,62
866,991,2008,hiphop,170.48,59
866,991,2008,dance/electronic,170.48,59
867,976,2008,hiphop,259.72,71
867,976,2008,pop,259.72,71
867,976,2008,r&b,259.72,71
868,792,2008,pop,212.36,53
868,792,2008,dance/electronic,212.36,53
869,381,2008,dance/electronic,207.476,55
870,924,2008,pop,310.573,51
870,924,2008,rock,310.573,51
870,924,2008,dance/electronic,310.573,51
871,731,2008,hiphop,240.76,61
871,731,2008,pop,240.76,61
871,731,2008,r&b,240.76,61
872,423,2008,pop,250.453,70
872,423,2008,r&b,250.453,70
873,528,2007,pop,314.72,62
873,528,2007,r&b,314.72,62
874,614,2007,pop,179.946,67
874,614,2007,rock,179.946,67
875,868,2008,hiphop,249.533,74
875,868,2008,pop,249.533,74
876,961,2007,hiphop,206.413,62
876,961,2007,pop,206.413,62
876,961,2007,r&b,206.413,62
