,artist,duration_ms,explicit,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,valence,year_min,year_max,name
163,Colby O Donis,243013.0,0.0,61.0,0.775,0.641,-6.718,0.038,0.0327,0.0,0.18,119.974,0.305,2008,2008,1
164,Coldplay,263287.46153846156,0.0,75.3076923076923,0.48653846153846153,0.6973076923076923,-6.54723076923077,0.03360769230769231,0.13398384615384615,0.006648084615384616,0.17463076923076923,119.46146153846153,0.28315384615384614,2002,2015,13
165,Counting Crows,225426.0,0.0,50.0,0.669,0.873,-4.315,0.0494,0.00204,0.0,0.137,88.029,0.827,2003,2003,1
166,Craig David,256149.0,0.0,61.0,0.6128,0.6894,-7.2094,0.040959999999999996,0.3392,0.0038039999999999997,0.18762000000000004,106.2972,0.7844,2000,2005,5
167,Crazy Frog,168879.0,0.0,67.0,0.86,0.907,-3.321,0.0407,0.279,0.693,0.0648,138.045,0.786,2005,2005,1
168,Crazy Town,216733.0,0.0,71.0,0.736,0.811,-4.17,0.081,0.00132,0.000142,0.107,103.502,0.609,1999,1999,1
169,Creed,282033.25,0.0,62.25,0.39225,0.7435,-6.69875,0.038375,0.002528125,0.00029607749999999996,0.17475,142.90224999999998,0.25775000000000003,1999,2015,4
170,D12,284270.6666666667,1.0,66.0,0.7919999999999999,0.7803333333333334,-3.848333333333333,0.15993333333333334,0.26563333333333333,1.0616666666666668e-05,0.19799999999999998,111.74900000000001,0.715,2001,2004,3
171,D4L,224253.0,1.0,63.0,0.891,0.439,-7.994,0.428,0.0351,0.0,0.0932,77.499,0.622,2005,2005,2
172,DB Boulevard,231166.0,0.0,0.0,0.676,0.715,-6.854,0.0287,0.00284,0.0746,0.0685,129.006,0.275,2018,2018,1
173,DEV,226226.0,0.0,52.0,0.736,0.824,-4.231,0.0672,0.00358,0.000921,0.329,124.954,0.443,2012,2012,1
174,DJ Casper,222146.0,0.0,51.0,0.853,0.911,-6.722,0.125,0.0436,0.00571,0.287,131.012,0.802,2004,2004,1
175,DJ Fresh,193851.66666666666,0.0,58.666666666666664,0.4283333333333334,0.9486666666666667,-1.1466666666666667,0.07883333333333332,0.09332,0.0028333333333333335,0.36633333333333334,163.95066666666665,0.42133333333333334,2010,2012,3
176,DJ Khaled,248206.25,1.0,65.0,0.545,0.755,-3.7287500000000002,0.22945000000000002,0.04345,0.0,0.249125,133.27775,0.4965,2010,2018,4
177,DJ Otzi,219240.0,0.0,58.0,0.666,0.968,-3.196,0.046,0.123,0.0,0.347,135.099,0.834,2010,2010,1
178,DJ Pied Piper and The Masters Of Ceremonies,217120.0,0.0,54.0,0.847,0.877,-5.424,0.0493,0.124,0.0,0.148,131.044,0.764,2001,2001,1
179,DJ Sammy,233600.0,0.0,63.0,0.571,0.953,-5.601,0.0548,0.0011,0.000606,0.226,137.965,0.601,2002,2002,1
180,DJ Snake,222826.2857142857,0.2857142857142857,62.142857142857146,0.6537142857142857,0.7524285714285714,-4.832571428571429,0.15235714285714286,0.06421,0.018291551428571428,0.14104285714285714,126.99014285714286,0.3122142857142857,2013,2019,7
181,DMX,243226.0,1.0,70.5,0.6355,0.915,-3.1959999999999997,0.265,0.04365,0.0,0.28595,148.4815,0.6015,1999,2007,2
182,DNCE,219146.0,1.0,79.0,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,119.002,0.896,2016,2016,1
183,Da Brat,221160.0,1.0,53.0,0.879,0.681,-8.951,0.24,0.017,0.0,0.0669,99.974,0.817,2000,2000,1
184,DaBaby,163320.0,1.0,72.0,0.876,0.662,-6.482,0.426,0.0608,0.0,0.127,75.445,0.844,2019,2019,1
185,Daddy Yankee,195435.33333333334,0.0,53.666666666666664,0.7923333333333332,0.8336666666666667,-4.189,0.05736666666666667,0.20533333333333334,1.0466666666666667e-06,0.18276666666666663,94.99966666666667,0.7493333333333334,2004,2019,3
186,Daft Punk,307554.3333333333,0.0,76.0,0.7463333333333333,0.7223333333333333,-8.470666666666666,0.076,0.048633333333333334,0.00038035666666666663,0.16943333333333332,112.98533333333334,0.6706666666666666,2001,2013,3
187,Daniel Bedingfield,209406.25,0.0,54.5,0.7625,0.6505000000000001,-6.334,0.0442,0.2942,4.4200000000000004e-05,0.10364999999999999,126.79500000000002,0.6012500000000001,2002,2002,4
188,Daniel Powter,233640.0,0.0,74.0,0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,140.046,0.52,2005,2005,1
189,Danity Kane,244266.0,0.0,57.0,0.774,0.653,-5.158,0.05,0.0912,0.0,0.151,120.01,0.818,2008,2008,1
190,Darude,225493.0,0.0,69.0,0.528,0.965,-7.984,0.0465,0.141,0.985,0.0797,136.065,0.587,2001,2001,1
191,Daughtry,215173.0,0.0,45.0,0.45,0.921,-3.476,0.0538,0.0467,0.0,0.311,145.959,0.413,2016,2016,1
192,Dave,241293.0,1.0,78.0,0.812,0.496,-5.969,0.297,0.271,0.0,0.0955,109.979,0.55,2019,2019,1
193,David Archuleta,213520.0,0.0,67.0,0.57,0.664,-4.718,0.0322,0.00836,1.2e-05,0.0719,162.084,0.487,2008,2008,1
194,David Banner,230133.0,1.0,52.0,0.837,0.658,-8.013,0.126,0.000213,0.122,0.243,95.027,0.586,2005,2005,1
195,David Guetta,200823.61111111112,0.1111111111111111,65.83333333333333,0.6160555555555556,0.8024444444444445,-3.880555555555555,0.07668333333333334,0.09013666666666667,0.009828611111111111,0.22283333333333333,123.09194444444445,0.5198333333333334,2010,2018,18
196,Daya,202221.0,0.0,1.0,0.657,0.739,-4.081,0.274,0.141,0.0,0.178,181.994,0.543,2016,2016,1
197,Dean Lewis,196373.0,1.0,79.0,0.553,0.586,-6.319,0.0362,0.697,0.0,0.0813,126.684,0.443,2018,2018,1
198,Debelah Morgan,220106.0,0.0,49.0,0.85,0.674,-7.981,0.0373,0.309,0.000645,0.0356,115.005,0.74,2000,2000,1
199,Default,268693.0,0.0,40.0,0.443,0.769,-5.529,0.0312,0.00138,0.0,0.0677,147.973,0.17,2001,2001,1
200,Delta Goodrem,249913.0,0.0,54.0,0.5615,0.6679999999999999,-6.7475000000000005,0.02835,0.14125,8.45e-07,0.1905,140.0695,0.42500000000000004,2003,2003,2
201,Dem Franchize Boyz,229813.0,1.0,60.0,0.886,0.62,-5.854,0.307,0.082,0.0,0.1,76.035,0.6,2006,2006,1
202,Demi Lovato,209169.25,0.5,53.5,0.58375,0.7105,-4.966,0.06475,0.07752250000000001,8.05e-05,0.1388,135.28525,0.4335,2011,2015,4
203,Dennis Lloyd,156600.0,0.0,74.0,0.6,0.688,-8.339,0.201,0.159,1.29e-05,0.409,99.977,0.0793,2017,2017,1
204,Deorro,211975.0,0.0,66.0,0.699,0.883,-3.226,0.219,0.0288,0.0,0.817,127.961,0.499,2015,2015,1
205,Desiigner,243307.0,1.0,68.5,0.5894999999999999,0.7455,-3.9985,0.24415,0.10099999999999999,8.4e-07,0.2223,133.81799999999998,0.27,2016,2016,2
206,Destiny s Child,244286.3,0.0,64.6,0.7162,0.696,-4.796,0.19824,0.170881,0.022057848999999997,0.19239,109.8738,0.6996,1999,2004,10
207,Diddy,277057.3333333333,0.3333333333333333,62.333333333333336,0.7306666666666667,0.5543333333333332,-6.533333333333334,0.25553333333333333,0.27853333333333335,0.0,0.29993333333333333,128.68033333333332,0.642,2004,2006,3
208,Dido,232813.33333333334,0.0,53.666666666666664,0.5830000000000001,0.5443333333333333,-7.862666666666667,0.040966666666666665,0.318,8.153333333333334e-05,0.07616666666666667,139.962,0.45,1999,2003,3
209,Dirty Money,238693.0,0.0,69.0,0.392,0.839,-1.921,0.193,0.158,0.0,0.3,168.001,0.232,2010,2010,1
210,Dirty Vegas,432146.0,0.0,48.0,0.786,0.853,-8.274,0.0688,0.0499,0.0872,0.35,126.99,0.309,2002,2002,1
211,Disclosure,262983.0,0.0,67.33333333333333,0.557,0.766,-5.692,0.12803333333333333,0.013810000000000001,0.00013466666666666667,0.16333333333333333,121.31599999999999,0.648,2013,2013,3
212,Disturbing Tha Peace,272293.0,1.0,59.0,0.777,0.751,-5.692,0.133,0.245,0.0,0.1,177.894,0.191,2002,2002,1
213,Dizzee Rascal,200764.0,0.0,55.333333333333336,0.6823333333333333,0.8803333333333333,-3.182,0.1033,0.036950000000000004,0.0,0.1495,118.70266666666667,0.7956666666666666,2011,2011,3
214,Doja Cat,202333.0,1.0,57.0,0.786,0.658,-2.61,0.0661,0.0856,0.0,0.0689,170.037,0.458,2019,2019,1
215,Dominic Fike,177666.0,0.0,78.0,0.815,0.518,-6.594,0.0897,0.223,0.0,0.104,151.891,0.877,2018,2018,1
216,Donell Jones,248679.5,0.5,60.0,0.759,0.46950000000000003,-7.6485,0.0571,0.2801,2.865e-05,0.15495,102.54249999999999,0.6605,1999,1999,2
217,Dr. Dre,222510.66666666666,1.0,77.33333333333333,0.8133333333333334,0.8649999999999999,-2.7496666666666663,0.2664666666666667,0.0659,0.0,0.18486666666666665,128.365,0.4423333333333333,1999,2011,3
218,Drake,232052.26086956522,0.782608695652174,61.91304347826087,0.7330000000000001,0.5985652173913043,-7.171913043478261,0.16294782608695654,0.08675769565217392,0.004626098260869566,0.16681739130434783,122.27491304347825,0.4500608695652174,2009,2019,23
219,Dua Lipa,200298.25,0.25,70.75,0.73125,0.73125,-4.97675,0.0846,0.0166025,2.775e-06,0.08750000000000001,111.7765,0.577,2017,2019,4
220,Duck Sauce,196533.0,0.0,46.0,0.769,0.922,-1.966,0.108,0.000939,0.197,0.233,127.965,0.506,2010,2010,1
221,Duffy,219920.0,0.0,69.0,0.793,0.859,-3.774,0.0332,0.266,0.000356,0.133,129.911,0.964,2008,2008,1
222,Duke Dumont,230224.5,0.0,47.0,0.6585000000000001,0.798,-6.7285,0.042,0.002765,0.004835,0.21955,122.44200000000001,0.46599999999999997,2013,2014,2
223,Dynoro,184560.0,0.0,78.0,0.694,0.77,-5.335,0.149,0.176,1.1e-05,0.118,125.905,0.163,2018,2018,1
224,E 40,202720.0,1.0,63.0,0.858,0.484,-7.448,0.277,0.0241,1.8e-06,0.123,99.992,0.329,2006,2006,1
225,EO,170825.0,0.0,67.0,0.862,0.583,-6.26,0.0654,0.811,1.86e-05,0.191,103.019,0.852,2018,2018,1
226,Eamon,225106.0,1.0,64.0,0.828,0.653,-6.245,0.0653,0.214,3.25e-06,0.0404,68.507,0.575,2004,2004,1
227,Echosmith,237626.0,0.0,71.0,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,130.027,0.786,2013,2013,1
228,Ed Sheeran,232488.77777777778,0.2222222222222222,72.77777777777777,0.7507777777777778,0.5833222222222223,-7.191999999999999,0.07457777777777778,0.29525555555555555,1.3555555555555554e-07,0.19332222222222223,113.56877777777778,0.6482222222222221,2013,2019,9
229,Edward Maya,184573.0,0.0,66.0,0.799,0.783,-3.896,0.0322,0.0346,0.0186,0.0757,127.041,0.586,2010,2010,2
230,Eiffel 65,268863.0,0.0,56.0,0.745,0.958,-9.664,0.0287,0.0813,0.324,0.533,129.962,0.96,1999,1999,1
231,Electric Six,214600.0,0.0,0.0,0.66,0.698,-4.722,0.0302,1.92e-05,0.166,0.0517,123.005,0.511,2003,2003,1
232,Ella Henderson,213213.0,0.0,63.0,0.68,0.84,-3.823,0.0414,0.0457,8.66e-06,0.143,104.975,0.468,2014,2014,1
233,Ella Mai,213993.0,0.0,72.0,0.477,0.61,-5.628,0.144,0.225,0.0,0.107,79.882,0.358,2018,2018,1
234,Ellie Goulding,219311.16666666666,0.0,55.833333333333336,0.5441666666666667,0.7428333333333333,-5.8051666666666675,0.04376666666666667,0.21595,0.006519718333333334,0.14604999999999999,131.46783333333335,0.5085000000000001,2010,2015,6
235,Elliott Yamin,261320.0,0.0,58.0,0.764,0.487,-6.734,0.0281,0.25,0.0,0.184,116.027,0.352,2007,2007,1
236,Elvis Presley,211506.0,0.0,60.0,0.597,0.97,-5.972,0.0502,0.000385,0.205,0.133,114.999,0.717,2002,2002,1
237,Emeli Sande,283706.0,0.0,65.0,0.63,0.44,-7.186,0.0249,0.822,3.87e-06,0.0926,98.082,0.343,2012,2012,1
238,Eminem,282811.90476190473,0.9523809523809523,72.33333333333333,0.743,0.7797142857142857,-3.9794285714285715,0.22249523809523808,0.10534619047619048,6.841142857142858e-05,0.19072380952380955,112.4172380952381,0.5453619047619048,2000,2017,21
239,Emma Bunton,241000.0,0.0,54.0,0.668,0.772,-5.4,0.0307,0.123,0.0,0.341,118.011,0.911,2001,2001,1
240,Empire of the Sun,198440.0,0.0,77.0,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,126.975,0.716,2008,2008,1
241,Enrique Iglesias,220555.22222222222,0.1111111111111111,58.0,0.7102222222222223,0.8564444444444445,-4.178444444444445,0.061399999999999996,0.04485555555555556,0.00020680333333333335,0.09475555555555555,111.9931111111111,0.7268888888888889,1999,2017,9
242,Enya,218546.0,0.0,69.0,0.418,0.249,-13.744,0.0301,0.841,0.661,0.112,82.803,0.213,2000,2000,1
243,Eric Prydz,175786.33333333334,0.0,45.666666666666664,0.5796666666666667,0.8826666666666667,-5.336666666666666,0.15226666666666666,0.0019510000000000003,0.28271666666666667,0.34756666666666663,125.75666666666666,0.5356666666666666,2004,2008,3
244,Erick Sermon,223133.0,1.0,57.0,0.897,0.466,-9.053,0.203,0.187,1.35e-06,0.0757,100.01,0.884,2001,2001,1
245,Erykah Badu,348893.0,0.0,54.0,0.724,0.416,-8.964,0.0841,0.365,0.0,0.0969,151.181,0.578,2000,2000,1
246,Estelle,284733.0,1.0,78.0,0.727,0.729,-2.99,0.326,0.171,0.0,0.07,117.932,0.512,2008,2008,1
247,Evanescence,237710.66666666666,0.0,72.0,0.3236666666666667,0.6970000000000001,-5.4959999999999996,0.0526,0.2907133333333333,6.866666666666667e-07,0.223,89.01133333333333,0.24166666666666667,2003,2006,3
248,Eve,234699.5,1.0,65.5,0.8155,0.6985,-3.883,0.0839,0.15195,0.0,0.0827,92.18199999999999,0.862,2001,2002,2
249,Example,188646.0,0.0,52.5,0.594,0.8465,-4.1175,0.04915,0.0046099999999999995,0.00081,0.2264,126.5175,0.4225,2010,2011,2
250,FINNEAS,190348.0,1.0,71.0,0.737,0.408,-7.941,0.104,0.802,0.0,0.171,127.921,0.374,2018,2018,1
251,Fabolous,251223.0,1.0,62.25,0.647,0.57175,-7.191,0.164275,0.242,0.0,0.11445,158.1855,0.66225,2003,2009,4
252,Faith Evans,267160.0,0.0,53.0,0.489,0.757,-4.062,0.0926,0.00981,0.0,0.234,168.004,0.567,2001,2001,1
253,Faith Hill,236333.0,0.0,63.0,0.42500000000000004,0.5035000000000001,-8.3885,0.0298,0.34299999999999997,0.0,0.189,132.9195,0.22400000000000003,1999,2001,2
254,Faithless,222435.0,0.0,53.0,0.645,0.903,-10.587,0.0441,0.00188,0.799,0.147,135.977,0.61,2015,2015,1
255,Fall Out Boy,202199.6,0.0,73.8,0.4934,0.9042,-3.9068000000000005,0.08336,0.0083554,6.64e-07,0.17262,159.4512,0.5144,2005,2015,5
256,Far East Movement,214073.0,0.0,67.0,0.5495,0.841,-7.1205,0.24755,0.09387999999999999,0.0,0.192,110.459,0.5675,2010,2010,2
257,Fat Joe,241942.0,0.6666666666666666,57.666666666666664,0.828,0.6513333333333333,-5.898333333333333,0.2096,0.031766666666666665,7.3e-06,0.08553333333333334,114.68266666666666,0.7353333333333333,2001,2006,3
258,Fatman Scoop,164506.0,1.0,49.0,0.649,0.713,-6.488,0.295,0.000787,0.0,0.318,101.129,0.629,2009,2009,1
259,Fedde Le Grand,150533.0,0.0,19.5,0.8205,0.927,-4.4995,0.21550000000000002,0.015349999999999999,0.182,0.0927,127.957,0.5045,2015,2015,2
260,Felix Jaehn,186146.0,0.0,72.0,0.778,0.566,-6.959,0.0311,0.672,0.000197,0.0698,117.971,0.479,2018,2018,1
261,Fergie,257765.0,0.6,63.6,0.7849999999999999,0.6308,-5.6806,0.21349999999999997,0.19352,8.400000000000001e-05,0.1575,129.618,0.5468,2006,2006,5
262,Fetty Wap,210613.0,1.0,65.66666666666667,0.7040000000000001,0.777,-4.214666666666667,0.16636666666666666,0.010383333333333335,0.0,0.3753333333333333,155.40066666666667,0.6523333333333333,2015,2015,3
263,Fifth Harmony,216542.0,0.0,70.0,0.7919999999999999,0.7136666666666667,-4.973333333333334,0.06146666666666667,0.063,3.66e-06,0.07833333333333332,100.01466666666666,0.6473333333333333,2015,2016,3
264,Finger Eleven,208106.0,0.0,73.0,0.644,0.939,-3.486,0.0456,0.157,0.0,0.233,106.031,0.861,2007,2007,2
265,Fitz and The Tantrums,193253.0,0.0,64.0,0.636,0.836,-3.004,0.0427,0.00609,0.000157,0.0828,139.956,0.715,2016,2016,1
266,Five,218626.0,0.0,47.0,0.631,0.821,-7.853,0.0867,0.00876,0.000247,0.293,118.007,0.547,2001,2001,1
267,Flipp Dinero,195637.0,1.0,69.0,0.792,0.743,-2.806,0.0851,0.107,0.0,0.183,150.024,0.742,2019,2019,1
268,Flo Rida,218086.81818181818,0.0,71.63636363636364,0.7177272727272727,0.786909090909091,-5.0613636363636365,0.06313636363636364,0.03480581818181818,0.0007456172727272728,0.1825727272727273,119.81472727272727,0.6417272727272727,2008,2015,11
269,Floetry,268373.0,0.0,57.0,0.747,0.398,-12.932,0.0743,0.211,1.42e-06,0.113,117.901,0.428,2002,2002,1
270,Florence + The Machine,218190.0,0.0,68.0,0.578,0.946,-3.85,0.0482,0.00225,0.00412,0.0966,126.092,0.588,2011,2011,1
271,Florida Georgia Line,208960.0,0.0,57.0,0.457,0.948,-3.364,0.0354,0.0191,0.0,0.0536,148.0,0.878,2012,2012,1
272,Flume,247929.0,1.0,26.5,0.512,0.5445,-6.1325,0.047299999999999995,0.25705,1.635e-06,0.11230000000000001,96.0465,0.2605,2016,2016,2
273,Foo Fighters,262499.5,0.0,77.0,0.39949999999999997,0.9495,-4.5794999999999995,0.05635,0.000843,4.71e-05,0.108,151.591,0.367,2005,2007,2
274,Fort Minor,231179.5,1.0,57.5,0.6859999999999999,0.827,-3.7355,0.16455,0.16015000000000001,0.000986435,0.09625,132.42849999999999,0.565,2005,2005,2
275,Foster The People,239600.0,0.0,82.0,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,127.975,0.965,2011,2011,1
276,Fragma,213346.0,0.0,50.0,0.682,0.917,-5.459,0.0318,0.15,0.0676,0.34,137.029,0.79,2001,2001,1
277,Frank Ocean,209304.5,0.5,71.5,0.7285,0.5775,-6.171,0.16255,0.3486,0.00027435,0.291,141.3995,0.5255000000000001,2012,2016,2
278,Frankie J,245293.0,0.0,49.0,0.655,0.433,-7.577,0.0348,0.444,0.0,0.221,130.127,0.199,2003,2003,1
279,Franz Ferdinand,226013.0,0.0,69.0,0.34450000000000003,0.8035,-5.858499999999999,0.041249999999999995,0.036404500000000006,0.0005015,0.4685,113.826,0.6585000000000001,2004,2005,2
280,French Montana,233901.0,1.0,82.0,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,97.985,0.733,2017,2017,1
281,Fuel,236866.0,0.0,49.0,0.313,0.831,-3.894,0.0404,0.000127,0.000341,0.24,152.034,0.332,2000,2000,1
282,Future,259073.0,1.0,76.5,0.7775,0.3825,-8.292,0.2518,0.1736,0.15194999999999997,0.1555,147.0115,0.1915,2016,2017,2
283,G Eazy,252020.8,0.8,43.0,0.6688,0.737,-5.6406,0.14930000000000002,0.028656000000000004,0.0,0.18312,126.3682,0.34320000000000006,2015,2017,5
284,G Unit,265026.0,1.0,61.0,0.513,0.826,-3.651,0.132,0.106,0.0,0.0675,76.91,0.889,2003,2003,1
285,G.R.L.,198306.0,0.0,64.0,0.65,0.786,-5.488,0.0463,0.019,0.0,0.323,124.96,0.446,2014,2014,1
286,Gabriella Cilmi,202133.0,0.0,56.0,0.671,0.701,-5.035,0.0288,0.0607,2.7e-06,0.163,131.977,0.585,2008,2008,1
287,Gabrielle,211724.0,0.0,63.0,0.542,0.48066666666666663,-8.513666666666667,0.0324,0.37766666666666665,5.8866666666666665e-06,0.09533333333333333,157.40266666666665,0.586,2001,2001,3
288,Galantis,208099.5,0.0,70.5,0.5885,0.8605,-4.0665,0.0433,0.017655,0.004775,0.1628,126.009,0.593,2015,2016,2
289,Gareth Gates,230766.0,0.0,44.0,0.534,0.573,-7.055,0.0269,0.27,2.695e-06,0.09625,106.753,0.431,2003,2003,2
290,Garrett Nash,251033.0,1.0,77.0,0.492,0.275,-13.4,0.3,0.687,0.0,0.101,92.6,0.18,2016,2016,1
291,Gary Jules,189506.0,0.0,65.0,0.345,0.0581,-17.217,0.0374,0.976,0.000366,0.103,174.117,0.304,2001,2001,1
292,Gavin DeGraw,206000.0,0.0,51.0,0.438,0.906,-4.8,0.0438,0.0191,0.0,0.373,161.905,0.684,2008,2008,1
293,George Michael,265826.0,0.0,57.0,0.805,0.754,-6.825,0.0394,0.0884,1.77e-06,0.117,128.429,0.88,2004,2004,1
294,Geri Halliwell,254640.0,0.0,62.0,0.637,0.929,-6.03,0.0447,0.063,0.00796,0.318,136.482,0.604,2001,2001,1
295,Gesaffelstein,202093.0,1.0,84.0,0.658,0.671,-12.21,0.0363,0.0933,0.000927,0.115,100.966,0.166,2019,2019,1
296,Gigi D Agostino,262092.5,0.0,32.5,0.6785,0.802,-7.401,0.03305,0.025050000000000003,0.02486,0.21925,133.034,0.8165,1999,2011,2
297,Ginuwine,254419.5,0.5,62.0,0.6265000000000001,0.5675,-5.2255,0.06670000000000001,0.41300000000000003,0.0,0.19315,95.2795,0.371,2001,2003,2
298,Girls Aloud,212184.0,0.0,56.5,0.6425000000000001,0.88775,-5.005,0.045125,0.00745,0.001929175,0.201875,136.5885,0.81275,2003,2012,4
299,Gnarls Barkley,177466.0,0.0,74.0,0.855,0.587,-4.589,0.0336,0.0505,0.00714,0.105,111.97,0.64,2006,2006,1
300,Good Charlotte,190173.0,0.0,68.0,0.62,0.93,-3.685,0.0374,0.00043,0.0,0.0686,106.22,0.609,2002,2002,1
301,Gorgon City,198880.0,0.0,61.0,0.677,0.753,-7.038,0.154,0.0531,0.0128,0.333,121.939,0.471,2014,2014,1
302,Gorillaz,269519.6666666667,0.3333333333333333,76.33333333333333,0.747,0.7633333333333333,-7.052666666666667,0.1284,0.018853333333333333,0.029743333333333333,0.3269333333333333,142.25866666666667,0.7543333333333333,2001,2005,3
303,Gotye,244884.0,0.0,57.0,0.863,0.527,-6.896,0.0358,0.607,0.000168,0.107,129.054,0.674,2011,2011,1
304,Green Day,252901.66666666666,0.6666666666666666,74.0,0.3793333333333333,0.8029999999999999,-3.5536666666666665,0.04343333333333333,0.0185888,3.1333333333333334e-05,0.3441,170.97933333333333,0.5636666666666666,2004,2009,3
305,Grimes,251266.0,0.0,0.0,0.697,0.529,-8.838,0.0338,0.115,0.901,0.0895,155.974,0.486,2012,2012,1
306,Grouplove,218013.0,0.0,79.0,0.56,0.936,-5.835,0.0439,0.00847,0.0,0.161,112.96,0.371,2011,2011,1
307,Guru Josh Project,190013.0,0.0,1.0,0.493,0.849,-6.139,0.0576,0.000337,0.00672,0.355,127.999,0.483,2011,2011,1
308,Guy Sebastian,250080.0,0.0,0.0,0.61,0.863,-2.632,0.206,0.186,0.0,0.097,83.993,0.508,2012,2012,1
309,Gwen Stefani,218618.2,0.2,65.4,0.7846,0.8218,-2.9056,0.05194,0.13069999999999998,6.7652e-05,0.22927999999999998,115.2064,0.7776,2004,2006,5
310,Gym Class Heroes,221665.75,0.5,63.75,0.65825,0.7455,-4.18175,0.0638,0.17155,0.0,0.362,103.19475,0.67025,2007,2011,4
311,H two O,207476.0,0.0,55.0,0.733,0.9,-4.758,0.0341,0.0085,0.0218,0.151,139.61,0.937,2008,2008,1
312,Halsey,191469.5,0.5,74.5,0.7135,0.6194999999999999,-5.2945,0.05005,0.1787,4.555e-06,0.09145,127.2125,0.5725,2017,2018,2
313,Hayden James,217296.0,1.0,47.0,0.617,0.558,-7.046,0.0431,0.184,1.03e-06,0.0911,147.932,0.4,2019,2019,1
314,Hilltop Hoods,239280.0,0.0,63.0,0.766,0.5,-7.558,0.0695,0.719,5.91e-06,0.304,84.044,0.71,2016,2016,1
315,Hinder,242293.0,0.0,32.5,0.4625,0.7130000000000001,-5.3405000000000005,0.03155,0.1129,6.1e-07,0.192,134.459,0.246,2019,2019,2
316,Holly Valance,204400.0,0.0,54.0,0.705,0.717,-4.944,0.125,0.00369,0.461,0.0701,97.036,0.554,2002,2002,1
317,Hoobastank,232800.0,0.0,79.0,0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,82.952,0.0681,2003,2003,1
318,Hot Chelle Rae,200466.0,0.0,73.0,0.686,0.783,-4.977,0.119,0.0764,0.0,0.163,99.978,0.814,2011,2011,1
319,Houston,236520.0,0.0,59.0,0.797,0.502,-3.925,0.0968,0.0154,0.0,0.1,106.997,0.385,2004,2004,1
320,Hozier,241688.0,0.0,81.0,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,128.945,0.437,2014,2014,1
321,Huey,261026.0,0.0,52.0,0.723,0.644,-6.863,0.222,0.00308,0.0,0.352,144.09,0.645,2006,2006,1
322,Hugh Jackman,302146.0,0.0,72.0,0.417,0.824,-7.36,0.105,0.000239,0.0545,0.0725,157.92,0.4,2017,2017,1
323,INNA,217036.0,0.0,42.0,0.817,0.939,-6.079,0.28,0.0798,0.441,0.431,128.0,0.599,2010,2010,1
324,Icona Pop,156962.5,1.0,59.5,0.7104999999999999,0.9035,-2.6784999999999997,0.029,0.0089,1.49e-05,0.16249999999999998,125.9345,0.842,2012,2013,2
325,Ida Corr,151973.0,0.0,43.0,0.762,0.754,-3.425,0.046,0.00022,0.0665,0.146,129.026,0.715,2012,2012,1
326,Iggy Azalea,204680.5,1.0,68.0,0.8275,0.718,-3.947,0.09684999999999999,0.1412,0.000193,0.07905,129.4855,0.448,2014,2014,2
327,Illy,255889.0,0.0,51.0,0.369,0.618,-6.304,0.249,0.161,0.0,0.257,191.863,0.467,2016,2016,1
328,Imagine Dragons,191086.16666666666,0.0,53.333333333333336,0.618,0.7261666666666667,-4.481333333333333,0.05378333333333333,0.10140500000000001,0.03505966666666666,0.2383666666666667,125.665,0.4076666666666667,2012,2018,6
329,Infernal,209666.0,0.0,57.0,0.741,0.869,-6.534,0.0816,0.096,0.0,0.0396,126.069,0.839,2004,2004,1
330,Iyaz,182306.0,0.0,75.0,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,91.031,0.195,2009,2009,1
331,J Balvin,189029.0,0.0,53.0,0.548,0.701,-4.862,0.0914,0.0178,1.34e-05,0.134,104.237,0.309,2017,2017,1
332,J Kwon,247106.0,1.0,59.0,0.925,0.741,-5.827,0.315,0.0653,0.0,0.044,93.04,0.654,2001,2001,1
333,J. Cole,227376.5,1.0,40.0,0.752,0.487,-9.3835,0.2465,0.2355,0.0001015,0.34850000000000003,111.9875,0.464,2013,2019,2
334,J. Holiday,247579.5,0.0,61.0,0.5710000000000001,0.5255,-7.8294999999999995,0.2057,0.405,0.0,0.088,105.3605,0.585,2007,2007,2
335,JLS,196113.0,0.0,19.5,0.7995,0.8565,-5.274,0.051949999999999996,0.0529,0.0,0.21794999999999998,130.021,0.812,2009,2013,2
336,JUVENILE,248200.0,1.0,64.0,0.713,0.734,-4.894,0.325,0.548,0.0,0.0687,172.872,0.89,2003,2003,1
337,Ja Rule,260297.33333333334,0.6666666666666666,66.0,0.8273333333333334,0.7066666666666667,-5.614333333333334,0.23633333333333337,0.10666666666666667,0.0,0.22966666666666669,97.61566666666666,0.636,2001,2002,3
338,Jack U,250285.0,0.0,74.0,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,139.432,0.197,2015,2015,1
